Running client with REP_PROB_PERCENT: 0
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 3299709 3299709 1] 392874703
[1 27860000 27860000 1] 394767894
[1 9112298 9112298 1] 394968822
[1 19475777 19475777 1] 396068968
[1 19068978 19068978 1] 397127229
[1 21742588 21742588 1] 398464254
[1 16723383 16723383 1] 399388371
[1 9544267 9544267 1] 399633600
[1 10508861 10508861 1] 399959778
[1 17909212 17909212 1] 400919753
[1 23669087 23669087 1] 402575524
[1 8590931 8590931 1] 402754243
[1 794584 794584 1] 402273935
[1 2651477 2651477 1] 401952082
[1 4095821 4095821 1] 401741867
[1 20037526 20037526 1] 403074009
[1 1538840 1538840 1] 402616508
[1 5897491 5897491 1] 402639607
[1 1101361 1101361 1] 402152099
[1 6247644 6247644 1] 402114056
[1 13080929 13080929 1] 402713221
[1 14826622 14826622 1] 403510714
[1 10917956 10917956 1] 404028803
[1 22634226 22634226 1] 405547781
[1 3274571 3274571 1] 405233017
[1 6220854 6220854 1] 405190421
[1 7107723 7107723 1] 405261655
[1 13712351 13712351 1] 405959483
[1 20009098 20009098 1] 407208615
[1 7689127 7689127 1] 407296675
[1 14522072 14522072 1] 407994254
[1 26533150 26533150 1] 409768987
[1 28140529 28140529 1] 411824104
[1 9228399 9228399 1] 412091295
[1 22836611 22836611 1] 414284533
[1 1928578 1928578 1] 413904625
[1 8498977 8498977 1] 414150411
[1 754553 754553 1] 413621418
[1 11126088 11126088 1] 414247275
[1 23360100 23360100 1] 416054883
[1 16448567 16448567 1] 417053674
[1 6377018 6377018 1] 417054017
[1 14392736 14392736 1] 417802827
[1 26491299 26491299 1] 419798230
[1 6453196 6453196 1] 419812151
[1 6055806 6055806 1] 419830793
[1 14423429 14423429 1] 420670475
[1 19552529 19552529 1] 422016956
[1 5019594 5019594 1] 421977773
[1 24322198 24322198 1] 423846525
[1 9289673 9289673 1] 424195487
[1 28806446 28806446 1] 426472301
[1 12796158 12796158 1] 427022014
[1 2238284 2238284 1] 426644340
[1 5466128 5466128 1] 426710526
[1 3565422 3565422 1] 426534777

Results: 100.00 224983694

Standard Error: 5.82876e+06
Mean Waiting Time: 2.24984e+08
Statistics for REP_PROB_PERCENT: 0

----------------------------------------
Running client with REP_PROB_PERCENT: 20
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority disabled

[1 6930887 6930887 1] 630200
[1 4636916 4636916 1] 448433
[1 4238336 4238336 1] 398395
[1 29760493 29760493 1] 2864539
[1 19641422 19641422 1] 4238883
[1 490028 490028 1] 3693681
[1 22520060 22520060 1] 5455982
[1 17513927 17513927 1] 6821715
[1 10383427 10383427 1] 7187067
[1 13455737 13455737 1] 7896237
[1 10383427 10383427 1] 8364984
[1 4636916 4636916 1] 134
[1 16956430 16956430 1] 9431130
[1 21021531 21021531 1] 10861893
[1 23665124 23665124 1] 12744092
[1 4238336 4238336 1] 127
[1 18703136 18703136 1] 14028196
[1 1979803 1979803 1] 13611710
[1 5723059 5723059 1] 13532537
[1 15898168 15898168 1] 14535442
[1 19018457 19018457 1] 15690598
[1 5723059 5723059 1] 15688654
[1 3377374 3377374 1] 15431957
[1 24544920 24544920 1] 17120397
[1 6898538 6898538 1] 17181376
[1 19018457 19018457 1] 130
[1 23594325 23594325 1] 18796327
[1 5723059 5723059 1] 127
[1 19018457 19018457 1] 20112939
[1 14268981 14268981 1] 20730647
[1 29241874 29241874 1] 23049023
[1 12999171 12999171 1] 23691000
[1 16956430 16956430 1] 115
[1 15497282 15497282 1] 24523732
[1 1979803 1979803 1] 24108991
