Running client with REP_PROB_PERCENT: 0
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 22178225 22178225 1] 368082977
[1 25816540 25816540 1] 370158223
[1 13945054 13945054 1] 370482509
[1 1489115 1489115 1] 370041730
[1 15405990 15405990 1] 371038498
[1 2028068 2028068 1] 370656061
[1 25575224 25575224 1] 372672091
[1 332232 332232 1] 372106130
[1 2292123 2292123 1] 371741237
[1 11323876 11323876 1] 372305339
[1 20390180 20390180 1] 373818095
[1 25202255 25202255 1] 375833044
[1 20311132 20311132 1] 377330524
[1 3967858 3967858 1] 377136905
[1 3199182 3199182 1] 376871120
[1 10554604 10554604 1] 377368446
[1 26152434 26152434 1] 379471436
[1 23590182 23590182 1] 381297296
[1 29359416 29359416 1] 383756337
[1 21768826 21768826 1] 385412343
[1 26138723 26138723 1] 387508011
[1 15550552 15550552 1] 388499485
[1 14090033 14090033 1] 389370444
[1 21443182 21443182 1] 390995457
[1 12990416 12990416 1] 391738342
[1 3299709 3299709 1] 391478018
[1 27860000 27860000 1] 393779343
[1 9112298 9112298 1] 394132469
[1 19475777 19475777 1] 395555871
[1 19068978 19068978 1] 396927987
[1 21742588 21742588 1] 398568337
[1 16723383 16723383 1] 399701942
[1 9544267 9544267 1] 400094136
[1 10508861 10508861 1] 400584963
[1 17909212 17909212 1] 401856302
[1 23669087 23669087 1] 403702820
[1 8590931 8590931 1] 403981034
[1 794584 794584 1] 403462954
[1 2651477 2651477 1] 403132698
[1 4095821 4095821 1] 402949997
[1 20037526 20037526 1] 404406258
[1 1538840 1538840 1] 403971970
[1 5897491 5897491 1] 403978060
[1 1101361 1101361 1] 403492083
[1 6247644 6247644 1] 403536531
[1 13080929 13080929 1] 404381013
[1 14826622 14826622 1] 405329938
[1 10917956 10917956 1] 405867143
[1 22634226 22634226 1] 407606129
[1 3274571 3274571 1] 407344283
[1 6220854 6220854 1] 407390224
[1 7107723 7107723 1] 407523483
[1 13712351 13712351 1] 408338190
[1 20009098 20009098 1] 409797504
[1 7689127 7689127 1] 409993397
[1 14522072 14522072 1] 410902161
[1 26533150 26533150 1] 413056453
[1 28140529 28140529 1] 415374359
[1 9228399 9228399 1] 415730959
[1 22836611 22836611 1] 417486628
[1 1928578 1928578 1] 417085749
[1 8498977 8498977 1] 417369965
[1 754553 754553 1] 416848625
[1 11126088 11126088 1] 417393653
[1 23360100 23360100 1] 419190190
[1 16448567 16448567 1] 420286351
[1 6377018 6377018 1] 420353342
[1 14392736 14392736 1] 421244330
[1 26491299 26491299 1] 423388446
[1 6453196 6453196 1] 423471685
[1 6055806 6055806 1] 423502713
[1 14423429 14423429 1] 424395647
[1 19552529 19552529 1] 425846230
[1 5019594 5019594 1] 425767244
[1 24322198 24322198 1] 427705505
[1 9289673 9289673 1] 428059821
[1 28806446 28806446 1] 430462805
[1 12796158 12796158 1] 431190172
[1 2238284 2238284 1] 430821152
[1 5466128 5466128 1] 430792853
[1 3565422 3565422 1] 430562954

Results: 100.00 208381172

Standard Error: 5.94412e+06
Mean Waiting Time: 2.08381e+08
Statistics for REP_PROB_PERCENT: 0

----------------------------------------
Running client with REP_PROB_PERCENT: 20
**********************************
DTU - OS Challenge - Client v0.20
