#input
#!/bin/sh
#
# This is the configuration of the final run.
# The seed value will be a non-zero value that will not be disclosed.
##
#
#
#SERVER=localhost
#PORT=9000
#SEED=5041
#TOTAL=500
#START=0
#DIFFICULTY=30000000
#REP_PROB_PERCENT=20
#DELAY_US=600000
#PRIO_LAMBDA=1.5
#
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#


**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 8630513118107105493 8630513118107105493 1] 226303285
[1 230278193608570785 230278193608570785 1] 225795330
[1 8861487328274733667 8861487328274733667 1] 225671137
[1 282635039422144020 282635039422144020 1] 226483840
[1 6416684361604007311 6416684361604007311 1] 227654864
[1 6028182652995316019 6028182652995316019 1] 228932954
[1 14219070558469852 14219070558469852 1] 229129469
[1 5475979248680422918 5475979248680422918 1] 230593422
[1 414355819421748683 414355819421748683 2] 231790096
[1 6812130681507053423 6812130681507053423 1] 233307683
[1 7798246342830308968 7798246342830308968 1] 234210282
[1 5585786087383249728 5585786087383249728 1] 235103761
[1 3530022764642695888 3530022764642695888 1] 235521018
[1 2336099898871085227 2336099898871085227 1] 235133107
[1 7777977619431818208 7777977619431818208 1] 235048795
[1 7510830849849817936 7510830849849817936 1] 235333838
[1 8172922642733451540 8172922642733451540 1] 235260226
[1 8861487328274733667 8861487328274733667 1] 235134067
[1 8818877862451692445 8818877862451692445 1] 234925181
[1 8906311312446022368 8906311312446022368 2] 235147141
[1 4002125427601191018 4002125427601191018 1] 236082722
[1 185177807332437299 185177807332437299 1] 237557400
[1 6789022155914594207 6789022155914594207 1] 237482222
[1 3094667540105656806 3094667540105656806 1] 238796911
[1 9223218755183230107 9223218755183230107 1] 239440631
[1 1858959575435454377 1858959575435454377 1] 240739915
[1 25808810848855699 25808810848855699 1] 241850417
[1 777597955150123734 777597955150123734 1] 242347487
[1 6317955593750657091 6317955593750657091 1] 241968089
[1 8579167014664097186 8579167014664097186 1] 243599593
[1 3674465782270809850 3674465782270809850 1] 243985719
[1 5235884288566630025 5235884288566630025 1] 243527329
[1 1779151639916505574 1779151639916505574 1] 244755281
[1 4792288441176605021 4792288441176605021 2] 246263231
[1 7999706091662848021 7999706091662848021 1] 245960899
[1 4909640069524819720 4909640069524819720 1] 246169269
[1 3815681640050750010 3815681640050750010 1] 247072609
[1 2090043877226103601 2090043877226103601 1] 247821162
[1 8861487328274733667 8861487328274733667 1] 247693544
[1 7496270305388725263 7496270305388725263 2] 247924529
[1 522117222994015365 522117222994015365 1] 249594056
[1 965512617529384234 965512617529384234 1] 250090402
[1 4973759262420791533 4973759262420791533 1] 249605904
[1 855809072938529119 855809072938529119 1] 250304278
[1 3212214683265722945 3212214683265722945 2] 251190836
[1 9087915936908888447 9087915936908888447 2] 252393396
[1 6332845802162722465 6332845802162722465 1] 252254723
[1 4073211198583022180 4073211198583022180 1] 251786875
[1 8732085476929491618 8732085476929491618 1] 252859270
[1 5025943281449913462 5025943281449913462 1] 253504132
[1 8438789768457654395 8438789768457654395 1] 255048010
[1 241391968874552458 241391968874552458 1] 255210510
[1 345230284045436778 345230284045436778 2] 256744518
[1 3908090975176347760 3908090975176347760 2] 256769251
[1 2934363447031835758 2934363447031835758 1] 258453357
[1 894503179976803868 894503179976803868 1] 258945600
[1 6190378323326485826 6190378323326485826 1] 258435279
[1 2562215526203485763 2562215526203485763 1] 258687519
[1 2334543312721676862 2334543312721676862 1] 260073660
[1 6400049056656596056 6400049056656596056 1] 261516275
[1 3825613523896836328 3825613523896836328 1] 263172487
[1 3246353780858311150 3246353780858311150 1] 262894926
[1 472640305114548655 472640305114548655 1] 264178680
[1 3725094020181300213 3725094020181300213 1] 265735244
[1 2097449817658158751 2097449817658158751 1] 267166491
[1 6643227403971752890 6643227403971752890 1] 267887873
[1 5178122808022206607 5178122808022206607 1] 267790753
[1 5196006687241536103 5196006687241536103 3] 268971325
[1 3743210088908719144 3743210088908719144 1] 268448235
[1 7218017804265400567 7218017804265400567 1] 267910763

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 169695614
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1262007
[1 6061301652778360708 6061301652778360708 1] 2075830
[1 6551056528233317404 6551056528233317404 1] 3257931
[1 5199371706524493251 5199371706524493251 1] 3075080
[1 3659813617944922327 3659813617944922327 1] 3455770
[1 5323113048839211569 5323113048839211569 1] 4119291
[1 6551056528233317404 6551056528233317404 1] 5299209
[1 4306388032135015083 4306388032135015083 1] 5834134
[1 3582342302972989278 3582342302972989278 2] 6199776
[1 5152867666612939994 5152867666612939994 1] 5730461
[1 8545497753826994372 8545497753826994372 1] 7411114
[1 14219070558469852 14219070558469852 1] 7608618
[1 5152867666612939994 5152867666612939994 2] 7138940
[1 8123840614758380338 8123840614758380338 1] 6747949
[1 6299299371226330111 6299299371226330111 1] 6565122
[1 5199371706524493251 5199371706524493251 2] 6379539
[1 4210581282492980127 4210581282492980127 2] 7544786
[1 2681509236213133930 2681509236213133930 1] 9036855
[1 2417774981122755451 2417774981122755451 1] 10179111
[1 5199371706524493251 5199371706524493251 1] 9993852
[1 2417774981122755451 2417774981122755451 1] 11139049
[1 3371221844736955655 3371221844736955655 1] 11676546
[1 14219070558469852 14219070558469852 1] 11874320
[1 5665786584277501498 5665786584277501498 1] 12935057
[1 4411586658559271441 4411586658559271441 2] 14480434
[1 7751036336550852449 7751036336550852449 2] 14969612
[1 5226070023190972674 5226070023190972674 1] 14375566
[1 443797163739200304 443797163739200304 1] 15317075
[1 2681509236213133930 2681509236213133930 1] 16782009
[1 4711316578468217750 4711316578468217750 1] 16608320
[1 3219269621666571012 3219269621666571012 1] 17470349
[1 4439128167132747160 4439128167132747160 1] 17564449
[1 419959660935379333 419959660935379333 1] 17533079
[1 5323113048839211569 5323113048839211569 1] 18193006
[1 6508099035400486672 6508099035400486672 3] 19329445
[1 3661979449103474211 3661979449103474211 1] 19516989
[1 5199371706524493251 5199371706524493251 1] 19332580
[1 428285387533163711 428285387533163711 1] 18847845
[1 7479665055322049871 7479665055322049871 1] 19638916
[1 4587930096661733970 4587930096661733970 1] 20130135
[1 676565140536873255 676565140536873255 1] 20381485
[1 7465279672643454733 7465279672643454733 1] 20368963
[1 5358995021737652853 5358995021737652853 2] 21522891
[1 7758562614941667095 7758562614941667095 1] 22342688
[1 4096930159418457413 4096930159418457413 2] 22045050
[1 6676147598389536847 6676147598389536847 1] 22153757
[1 7542673075594086020 7542673075594086020 1] 22070956
[1 8447424885188984022 8447424885188984022 1] 22056582
[1 3380263676397564338 3380263676397564338 2] 21666216
[1 14219070558469852 14219070558469852 1] 21864252
[1 8765615669523681939 8765615669523681939 1] 21951351
[1 419959660935379333 419959660935379333 1] 21919544
[1 5054306381671161295 5054306381671161295 2] 22854660
[1 4418986465783198893 4418986465783198893 1] 23224970
[1 3168228909583649578 3168228909583649578 1] 24366083
[1 4711016277695541463 4711016277695541463 1] 24872091
[1 3300549992339425025 3300549992339425025 1] 25274770
[1 4640306689896283532 4640306689896283532 1] 26125420
[1 8576653471017792763 8576653471017792763 1] 26367848
[1 8630513118107105493 8630513118107105493 2] 27508725
[1 3073303311992054111 3073303311992054111 1] 29234611
[1 4675313619226882656 4675313619226882656 2] 29988655
[1 4672142790945023815 4672142790945023815 1] 31313971
[1 6312818450892701566 6312818450892701566 2] 31060490
[1 3277991424207011103 3277991424207011103 1] 30624888
[1 4313074964976661539 4313074964976661539 1] 31067390
[1 5358995021737652853 5358995021737652853 1] 32220068
[1 5727926382741058057 5727926382741058057 1] 32752570
[1 6769470164041216243 6769470164041216243 2] 32901170
[1 2408144213467734955 2408144213467734955 2] 33783295
[1 1537871660103321085 1537871660103321085 1] 34331393
[1 8106418617074936444 8106418617074936444 2] 35847889
[1 4852342352453309314 4852342352453309314 1] 36703748
[1 6935269914745579775 6935269914745579775 2] 38257162
[1 8178167647254100655 8178167647254100655 1] 38924651
[1 5609386143928750169 5609386143928750169 1] 38751105
[1 5235884288566630025 5235884288566630025 1] 38292062
[1 7258030776582813733 7258030776582813733 2] 39512401
[1 6418055994088674903 6418055994088674903 2] 41097546
[1 8861487328274733667 8861487328274733667 1] 40970312
[1 5199371706524493251 5199371706524493251 1] 40785261
[1 697023732095936426 697023732095936426 1] 41945161
[1 2702469276737005753 2702469276737005753 1] 43086312
[1 7751036336550852449 7751036336550852449 1] 43575703
[1 7263920461483667833 7263920461483667833 3] 43030060
[1 1858959575435454377 1858959575435454377 1] 44330255
[1 1559190386264860990 1559190386264860990 1] 45839407
[1 8545497753826994372 8545497753826994372 2] 47520261
[1 6733148917571626198 6733148917571626198 1] 47521853
[1 2906895808741546301 2906895808741546301 1] 48449805
[1 6621806134722217994 6621806134722217994 3] 48664492
[1 5899104248299270511 5899104248299270511 1] 48951042
[1 8545497753826994372 8545497753826994372 1] 50640512
[1 1999070770062910591 1999070770062910591 1] 50760332
[1 5046249221331440250 5046249221331440250 1] 51215620
[1 2740874517211224045 2740874517211224045 1] 52920031
[1 3980262377739853399 3980262377739853399 1] 52527231
[1 1726119651011849087 1726119651011849087 1] 54070783
[1 4755769266264313978 4755769266264313978 1] 54678040
[1 1924345543027782702 1924345543027782702 1] 55542023
[1 1657028723439299735 1657028723439299735 1] 57094631
[1 3837879182316570790 3837879182316570790 1] 57793592
[1 3679629128133838277 3679629128133838277 1] 57360962
[1 3980262377739853399 3980262377739853399 2] 56968053
[1 4829750008164147974 4829750008164147974 1] 56465681
[1 366035088203681309 366035088203681309 1] 57520240
[1 472640305114548655 472640305114548655 1] 58804649
[1 8025119966655469405 8025119966655469405 1] 58642277
[1 1943465972204786521 1943465972204786521 1] 60093568
[1 9087915936908888447 9087915936908888447 1] 61301377
[1 7021863040962118426 7021863040962118426 1] 62978278
[1 6383064505001044642 6383064505001044642 1] 63482862
[1 6661929279557956789 6661929279557956789 1] 63678058
[1 3380263676397564338 3380263676397564338 1] 63287182
[1 4134066680141017990 4134066680141017990 1] 62886020
[1 7885990956964797791 7885990956964797791 1] 63039310
[1 2881907375742268536 2881907375742268536 2] 64377901
[1 1494610507527821925 1494610507527821925 1] 64452440
[1 2237646372472201809 2237646372472201809 2] 64510690
[1 7000092202700241638 7000092202700241638 1] 64548874
[1 4049776256710809090 4049776256710809090 1] 65864918
[1 7094574829709000416 7094574829709000416 2] 67534219
[1 5222133264898256115 5222133264898256115 2] 67912008
[1 777597955150123734 777597955150123734 1] 68408268
[1 78272782157371108 78272782157371108 1] 70139426
[1 4934221230837358068 4934221230837358068 1] 70716443
[1 3224496798420488480 3224496798420488480 1] 72034712
[1 4389097367932351452 4389097367932351452 1] 72309329
[1 472640305114548655 472640305114548655 1] 73588246
[1 6418055994088674903 6418055994088674903 2] 75162287
[1 4210581282492980127 4210581282492980127 1] 76326257
[1 62078986177768511 62078986177768511 1] 75974203
[1 4858660833805638128 4858660833805638128 1] 77513056
[1 5486430009089896035 5486430009089896035 1] 77342352
[1 3523119062920112816 3523119062920112816 1] 77557148
[1 2404331784854299912 2404331784854299912 1] 77542922
[1 171574233629385747 171574233629385747 1] 77600939
[1 3837879182316570790 3837879182316570790 1] 78293997
[1 4002065833995603862 4002065833995603862 1] 78807635
[1 101175050661003722 101175050661003722 1] 79269485
[1 5235884288566630025 5235884288566630025 1] 78810692
[1 1217082174760581124 1217082174760581124 1] 79766318
[1 9041943092826302859 9041943092826302859 1] 80116963
[1 4570918472550733256 4570918472550733256 1] 80608360
[1 3778255577798444672 3778255577798444672 2] 81741076
[1 2562215526203485763 2562215526203485763 2] 81988625
[1 4559156434454441098 4559156434454441098 1] 83364257
[1 6334889449731842403 6334889449731842403 1] 83896450
[1 8773876334263565533 8773876334263565533 1] 83646353
[1 4516712816156734168 4516712816156734168 1] 84238317
[1 5190854629269504638 5190854629269504638 1] 83846790
[1 348341910997470776 348341910997470776 1] 83277102
[1 3338324673096263604 3338324673096263604 1] 83883653
[1 6696084871028655697 6696084871028655697 1] 84228391
[1 2337016797151025370 2337016797151025370 1] 85769170
[1 6513783888078605502 6513783888078605502 1] 86623550
[1 4567303845284399364 4567303845284399364 1] 86755470
[1 6418055994088674903 6418055994088674903 2] 88323734
[1 3551371861899513573 3551371861899513573 1] 88517188
[1 3210252149598671156 3210252149598671156 2] 89516374
[1 4852342352453309314 4852342352453309314 1] 90366103
[1 894503179976803868 894503179976803868 2] 90852384
[1 647491046073748595 647491046073748595 1] 90653617
[1 4509399839213241252 4509399839213241252 1] 91938145
[1 3289045874899206838 3289045874899206838 2] 93181270
[1 7012966272631410635 7012966272631410635 1] 92619793
[1 2810783061002379839 2810783061002379839 1] 92663314
[1 3526848735750231445 3526848735750231445 3] 93279763
[1 4672142790945023815 4672142790945023815 1] 94599507
[1 6451767927797156096 6451767927797156096 1] 95327894
[1 2239583862575887041 2239583862575887041 1] 95470199
[1 5235884288566630025 5235884288566630025 1] 95010690
[1 3271852081665507611 3271852081665507611 1] 94467348
[1 3523119062920112816 3523119062920112816 1] 94682326
[1 7758562614941667095 7758562614941667095 2] 95494982
[1 251690462219525063 251690462219525063 1] 97142368
[1 8861487328274733667 8861487328274733667 1] 97018149
[1 472640305114548655 472640305114548655 2] 98292599
[1 5199371706524493251 5199371706524493251 1] 98105839
[1 5178792161997660435 5178792161997660435 1] 98586788
[1 8166414568124432591 8166414568124432591 1] 99472749
[1 8685449636262271972 8685449636262271972 1] 101075217
[1 7132460384727029320 7132460384727029320 2] 101189591
[1 5514366799865754161 5514366799865754161 1] 101646757
[1 4412122026428717922 4412122026428717922 1] 102919729
[1 3236934473919397422 3236934473919397422 1] 103730705
[1 647491046073748595 647491046073748595 1] 103531401
[1 4219873354455086148 4219873354455086148 4] 104490935
[1 130094826246450141 130094826246450141 1] 104627382
[1 2331347999351084026 2331347999351084026 1] 104346227
[1 3659813617944922327 3659813617944922327 2] 104717087
[1 2491827283880295168 2491827283880295168 2] 106239452
[1 5063561934843515109 5063561934843515109 1] 106622942
[1 4377884285487400780 4377884285487400780 1] 106073054
[1 9111468288398707982 9111468288398707982 1] 106462743
[1 550672249647483098 550672249647483098 1] 106818793
[1 6513783888078605502 6513783888078605502 1] 107682074
[1 8746113330728608796 8746113330728608796 3] 107795540
[1 2861478466821191741 2861478466821191741 1] 107540960
[1 3558554399823816184 3558554399823816184 1] 108036117
[1 6274825479430247148 6274825479430247148 1] 109334376
[1 9194213822884330834 9194213822884330834 1] 108888300
[1 185118575590103668 185118575590103668 1] 109969375
[1 4122695951619468847 4122695951619468847 2] 110933717
[1 8596722216914397364 8596722216914397364 1] 112279283
[1 4073211198583022180 4073211198583022180 1] 111810984
[1 9194213822884330834 9194213822884330834 1] 111364667
[1 5199371706524493251 5199371706524493251 2] 111178321
[1 7856897504463192900 7856897504463192900 1] 111129369
[1 5416000030182068785 5416000030182068785 2] 111618074
[1 1242004612079023671 1242004612079023671 1] 111943112
[1 4827324001856983987 4827324001856983987 1] 112383702
[1 2491827283880295168 2491827283880295168 1] 113903074
[1 4774416163461359252 4774416163461359252 3] 114567219
[1 914343859512707012 914343859512707012 1] 115128665
[1 3271508910756835865 3271508910756835865 1] 115216111
[1 3345713678998118409 3345713678998118409 1] 116935504
[1 1840298256139815746 1840298256139815746 1] 118673773
[1 6397345207882921962 6397345207882921962 2] 119757336
[1 9107500590212004521 9107500590212004521 2] 120059022
[1 6468866080072798106 6468866080072798106 1] 121113621
[1 7044189533465539850 7044189533465539850 1] 121264046
[1 6357559164249722615 6357559164249722615 4] 122472707
[1 6508099035400486672 6508099035400486672 1] 123603190
[1 6170402025844769799 6170402025844769799 1] 123074011
[1 2454684895762362559 2454684895762362559 1] 123275227
[1 7499126390569328487 7499126390569328487 1] 124324175
[1 2454684895762362559 2454684895762362559 1] 124527046
[1 4562440946473198944 4562440946473198944 3] 125253403
[1 6969888700525189384 6969888700525189384 1] 126205206
[1 2090043877226103601 2090043877226103601 2] 126951930
[1 1186413747289502661 1186413747289502661 2] 127933620
[1 319895222190797266 319895222190797266 1] 128464371
[1 776057151823164264 776057151823164264 1] 128348972
[1 4238713034810074028 4238713034810074028 1] 129411414
[1 472640305114548655 472640305114548655 1] 130686935
[1 3271508910756835865 3271508910756835865 2] 130771869
[1 9054274455774325283 9054274455774325283 2] 130720452
[1 5460306810368422338 5460306810368422338 1] 131822889
[1 415004406609487801 415004406609487801 1] 131239312
[1 8123840614758380338 8123840614758380338 3] 130847802
[1 5724685807532549095 5724685807532549095 1] 131998594
[1 5945104872396650355 5945104872396650355 1] 132358057
[1 8863376680030915354 8863376680030915354 1] 132218043
[1 1890874750208477764 1890874750208477764 1] 133721205
[1 7613436918011352707 7613436918011352707 1] 134111172
[1 6423217256339162762 6423217256339162762 1] 135098660
[1 835059540630012492 835059540630012492 1] 136215051
[1 5885709345812136768 5885709345812136768 1] 136829997
[1 8456951483809752933 8456951483809752933 1] 138093534
[1 1929108437739011046 1929108437739011046 1] 138523601
[1 962644554631157417 962644554631157417 1] 140127531
[1 5416000030182068785 5416000030182068785 1] 140614471
[1 6041612706119483417 6041612706119483417 1] 141213297
[1 1657028723439299735 1657028723439299735 2] 142779126
[1 2538156644782290352 2538156644782290352 2] 144349829
[1 8454751433989030941 8454751433989030941 1] 144613212
[1 7466460471292109233 7466460471292109233 1] 146022626
[1 3582342302972989278 3582342302972989278 1] 146389922
[1 3829641242182598913 3829641242182598913 1] 146117677
[1 6190378323326485826 6190378323326485826 1] 145606495
[1 4956135701449413191 4956135701449413191 1] 145376235
[1 579383808298780685 579383808298780685 1] 144945495
[1 1176482845217077127 1176482845217077127 1] 146277783
[1 6702312599032352784 6702312599032352784 2] 147662208
[1 2059014550261616441 2059014550261616441 1] 147820154
[1 222493149465179000 222493149465179000 2] 148726563
[1 2046472722026058361 2046472722026058361 1] 148772695
[1 8639103653568590745 8639103653568590745 2] 149179178
[1 2681509236213133930 2681509236213133930 2] 150644177
[1 2681509236213133930 2681509236213133930 1] 152105262
[1 4841662169877694660 4841662169877694660 1] 153833216
[1 1994482117221562610 1994482117221562610 2] 155234269
[1 6872419454369207885 6872419454369207885 1] 156354821
[1 2704694954785049502 2704694954785049502 1] 157789932
[1 8630513118107105493 8630513118107105493 1] 158931510
[1 8223556651405343222 8223556651405343222 1] 158772330
[1 497283696040899058 497283696040899058 1] 160047323
[1 1790591590042843761 1790591590042843761 1] 160411057
[1 4073211198583022180 4073211198583022180 1] 159943316
[1 8123840614758380338 8123840614758380338 1] 159552555
[1 7490339278880190554 7490339278880190554 2] 159307746
[1 2550598396595818528 2550598396595818528 1] 159379656
[1 5199371706524493251 5199371706524493251 1] 159192766
[1 5071069789944271384 5071069789944271384 1] 159198693
[1 131118527416406417 131118527416406417 1] 160288213
[1 3964450872751765311 3964450872751765311 5] 160334219
[1 2838580124468335443 2838580124468335443 1] 159779708
[1 7881522691004017370 7881522691004017370 1] 161074537
[1 7316668006565156651 7316668006565156651 3] 161363585
[1 3460887766722519736 3460887766722519736 1] 162896917
[1 8178167647254100655 8178167647254100655 1] 163562775
[1 4194064741151001970 4194064741151001970 1] 163689158
[1 5199371706524493251 5199371706524493251 2] 163501458
[1 2337016797151025370 2337016797151025370 1] 165048404
[1 9194213822884330834 9194213822884330834 1] 164602583
[1 960478310206579209 960478310206579209 1] 164438051
[1 7979646042163024205 7979646042163024205 1] 164127183
[1 1858959575435454377 1858959575435454377 2] 165435580
[1 1217566094413633721 1217566094413633721 1] 164945448
[1 5199641547698550621 5199641547698550621 1] 166179690
[1 6957926362045696369 6957926362045696369 1] 165617787
[1 2319188756839704936 2319188756839704936 1] 166234165
[1 1572355345597119708 1572355345597119708 1] 166069760
[1 8875211216651956425 8875211216651956425 2] 166783397
[1 4559156434454441098 4559156434454441098 1] 168153478
[1 8821009146333822433 8821009146333822433 1] 169673264
[1 1309962873612645872 1309962873612645872 3] 169978639
[1 4898117658189580031 4898117658189580031 1] 169764960
[1 4086763913301779518 4086763913301779518 2] 169748057
[1 130094826246450141 130094826246450141 1] 169886053
[1 8344753198079708132 8344753198079708132 1] 171105414
[1 6700757519863913125 6700757519863913125 2] 172696892
[1 7523316024404873548 7523316024404873548 1] 173020860
[1 8457181607094899287 8457181607094899287 1] 173078311
[1 2247469374958062075 2247469374958062075 1] 172576854
[1 3113311429710773546 3113311429710773546 1] 173432731
[1 4073211198583022180 4073211198583022180 3] 172965038
[1 2509139897261588936 2509139897261588936 1] 174324704
[1 2090043877226103601 2090043877226103601 1] 175071951
[1 5609386143928750169 5609386143928750169 1] 174897229
[1 3513591833870429566 3513591833870429566 1] 174400696
[1 794543592873094726 794543592873094726 1] 174681083
[1 579383808298780685 579383808298780685 2] 174249921
[1 8380641326145083184 8380641326145083184 1] 173900712
[1 3964450872751765311 3964450872751765311 1] 173946340
[1 6679105948721570805 6679105948721570805 1] 173616044
[1 789678821803831634 789678821803831634 1] 173516618
[1 3152667199902966591 3152667199902966591 1] 172917923
[1 5428676046622452730 5428676046622452730 1] 173717678
[1 4755877962832181671 4755877962832181671 2] 173642913
[1 1652415761709635407 1652415761709635407 1] 174507726
[1 3452460185093754177 3452460185093754177 1] 174498442
[1 3523119062920112816 3523119062920112816 3] 174711651
[1 8071399829518041455 8071399829518041455 1] 175350176
[1 6312818450892701566 6312818450892701566 2] 175095942
[1 5885251080520357233 5885251080520357233 1] 175293429
[1 2928647503566692007 2928647503566692007 1] 175760840
[1 4365291373867262605 4365291373867262605 2] 176877447
[1 6324117110787121994 6324117110787121994 1] 178332808
[1 555990338574654921 555990338574654921 1] 179392459
[1 4982225158532910574 4982225158532910574 1] 179767270
[1 8382273392383741760 8382273392383741760 2] 180620265
[1 3152846535939948506 3152846535939948506 2] 180682887
[1 6312818450892701566 6312818450892701566 2] 180430081
[1 9041943092826302859 9041943092826302859 1] 180781271
[1 2856539413314948307 2856539413314948307 1] 180567481
[1 5380935037227546951 5380935037227546951 1] 180298721
[1 7465279672643454733 7465279672643454733 1] 180289961
[1 6423217256339162762 6423217256339162762 1] 181289178
[1 6190378323326485826 6190378323326485826 3] 180778124
[1 4811212750625984352 4811212750625984352 1] 180616382
[1 4541849469276830559 4541849469276830559 1] 180314051
[1 230278193608570785 230278193608570785 1] 179805948
[1 8796452180611775208 8796452180611775208 1] 179859160
[1 7951556637785314359 7951556637785314359 2] 179564842
[1 1190941672751438369 1190941672751438369 1] 179606945
[1 2334543312721676862 2334543312721676862 1] 180986135
[1 4021089274693363635 4021089274693363635 1] 182392143
[1 5788881540600095843 5788881540600095843 1] 183038746
[1 2036909659925042171 2036909659925042171 2] 183111039
[1 7008706794286656759 7008706794286656759 1] 182948913
[1 8674095322927264939 8674095322927264939 1] 183184490
[1 8939596530689448133 8939596530689448133 1] 184439262
[1 6041612706119483417 6041612706119483417 1] 185041832
[1 5010598880146546224 5010598880146546224 1] 185024381
[1 3558554399823816184 3558554399823816184 1] 185564103
[1 3966236307845293463 3966236307845293463 1] 185555031
[1 5152867666612939994 5152867666612939994 1] 185085714
[1 3575030713274475525 3575030713274475525 1] 186591630
[1 769942351571177457 769942351571177457 1] 186518060
[1 3337160779789067394 3337160779789067394 2] 187820930
[1 4538011972252671285 4538011972252671285 2] 187425545
[1 7496270305388725263 7496270305388725263 2] 187659411
[1 7835094993739046534 7835094993739046534 1] 189077404
[1 7253081084140999038 7253081084140999038 1] 189724605
[1 2965510242296456540 2965510242296456540 1] 190644283
[1 4826508407678470599 4826508407678470599 1] 190111592
[1 4643234138915544813 4643234138915544813 1] 191556960
[1 3815681640050750010 3815681640050750010 1] 192465199
[1 5593717899833931073 5593717899833931073 1] 192707815
[1 1452942473505964474 1452942473505964474 1] 193654111
[1 1113918663186012118 1113918663186012118 1] 193605076
[1 4133824371882797777 4133824371882797777 1] 194783819
[1 6702312599032352784 6702312599032352784 1] 196171764
[1 1392740535184907307 1392740535184907307 1] 196197486
[1 8219298985896031870 8219298985896031870 1] 196832299
[1 407680228762628637 407680228762628637 1] 197361437
[1 3397674522525353132 3397674522525353132 3] 197477438
[1 3380263676397564338 3380263676397564338 1] 197086733
[1 8228581028098359699 8228581028098359699 1] 197661642
[1 3203016569110680163 3203016569110680163 1] 198999419
[1 5041716788574141913 5041716788574141913 3] 199741794
[1 5718108348191035616 5718108348191035616 1] 200867060
[1 5163588175456553285 5163588175456553285 1] 200374961
[1 2367632123291455431 2367632123291455431 1] 201372571
[1 2269341530959424643 2269341530959424643 1] 201692274
[1 5873317982803155464 5873317982803155464 1] 202385758
[1 8323616056709401117 8323616056709401117 1] 203012737
[1 4852342352453309314 4852342352453309314 1] 203865336
[1 3219269621666571012 3219269621666571012 1] 204722815
[1 8555612586013675980 8555612586013675980 1] 205176753
[1 4486208703608854876 4486208703608854876 1] 205429594
[1 1980691158095603428 1980691158095603428 2] 207119182
[1 6520185239836403810 6520185239836403810 1] 206816581
[1 2332873300355990351 2332873300355990351 3] 207419121
[1 5788881540600095843 5788881540600095843 1] 208061369
[1 9194213822884330834 9194213822884330834 1] 207615472
[1 8783398529814028400 8783398529814028400 1] 208564108
[1 5063561934843515109 5063561934843515109 1] 208944805
[1 3923278645798607949 3923278645798607949 1] 210411643
[1 1335048254029551544 1335048254029551544 1] 210278650
[1 8783398529814028400 8783398529814028400 2] 211224798
[1 6487420009656927523 6487420009656927523 2] 212536342
[1 2737049106520977071 2737049106520977071 1] 213972394
[1 2351868443412837382 2351868443412837382 2] 214231016
[1 4672142790945023815 4672142790945023815 1] 215545206
[1 550672249647483098 550672249647483098 2] 215897522
[1 8630513118107105493 8630513118107105493 1] 217043358
[1 7816894275143735653 7816894275143735653 1] 218219901
[1 3829641242182598913 3829641242182598913 2] 217946539
[1 7942517674964614188 7942517674964614188 1] 219668442
[1 2059014550261616441 2059014550261616441 1] 219822038
[1 4808101553268135358 4808101553268135358 1] 221173851
[1 6020890979708936693 6020890979708936693 1] 221566458
[1 5719856726457577661 5719856726457577661 4] 221631273
[1 5190854629269504638 5190854629269504638 1] 221239318
[1 5719717182571015391 5719717182571015391 1] 221335184
[1 3656344101082318758 3656344101082318758 1] 222084307
[1 3727930850643909137 3727930850643909137 1] 223572100
[1 8630513118107105493 8630513118107105493 1] 224709644
[1 230278193608570785 230278193608570785 1] 224201082
[1 8861487328274733667 8861487328274733667 1] 224072885
[1 282635039422144020 282635039422144020 1] 224881611
[1 6416684361604007311 6416684361604007311 1] 226042959
[1 6028182652995316019 6028182652995316019 1] 227317532
[1 14219070558469852 14219070558469852 1] 227514098
[1 5475979248680422918 5475979248680422918 1] 228973467
[1 414355819421748683 414355819421748683 2] 230167291
[1 6812130681507053423 6812130681507053423 1] 231681321
[1 7798246342830308968 7798246342830308968 1] 232576799
[1 5585786087383249728 5585786087383249728 1] 233464975
[1 3530022764642695888 3530022764642695888 1] 233886605
[1 2336099898871085227 2336099898871085227 1] 233499483
