#input
#!/bin/sh
#
# This is the configuration of the final run.
# The seed value will be a non-zero value that will not be disclosed.
##
#
#
#SERVER=localhost
#PORT=9000
#SEED=5041
#TOTAL=500
#START=0
#DIFFICULTY=30000000
#REP_PROB_PERCENT=20
#DELAY_US=600000
#PRIO_LAMBDA=1.5
#
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#


**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 6317955593750657091 6317955593750657091 1] 239705344
[1 8579167014664097186 8579167014664097186 1] 241333955
[1 3674465782270809850 3674465782270809850 1] 241716779
[1 5235884288566630025 5235884288566630025 1] 241257109
[1 1779151639916505574 1779151639916505574 1] 242478720
[1 4792288441176605021 4792288441176605021 2] 243992801
[1 7999706091662848021 7999706091662848021 1] 243699515
[1 4909640069524819720 4909640069524819720 1] 243898770
[1 3815681640050750010 3815681640050750010 1] 244800096
[1 2090043877226103601 2090043877226103601 1] 245547439
[1 8861487328274733667 8861487328274733667 1] 245420616
[1 7496270305388725263 7496270305388725263 2] 245651525
[1 522117222994015365 522117222994015365 1] 247319751
[1 965512617529384234 965512617529384234 1] 247815045
[1 4973759262420791533 4973759262420791533 1] 247330766
[1 855809072938529119 855809072938529119 1] 248027452
[1 3212214683265722945 3212214683265722945 2] 248906712
[1 9087915936908888447 9087915936908888447 2] 250115635
[1 6332845802162722465 6332845802162722465 1] 249976212
[1 4073211198583022180 4073211198583022180 1] 249508066
[1 8732085476929491618 8732085476929491618 1] 250581305
[1 5025943281449913462 5025943281449913462 1] 251242960
[1 8438789768457654395 8438789768457654395 1] 252796192
[1 241391968874552458 241391968874552458 1] 252964721
[1 345230284045436778 345230284045436778 2] 254504420
[1 3908090975176347760 3908090975176347760 2] 254530421
[1 2934363447031835758 2934363447031835758 1] 256215788
[1 894503179976803868 894503179976803868 1] 256704943
[1 6190378323326485826 6190378323326485826 1] 256193625
[1 2562215526203485763 2562215526203485763 1] 256440247
[1 2334543312721676862 2334543312721676862 1] 257819652
[1 6400049056656596056 6400049056656596056 1] 259253084
[1 3825613523896836328 3825613523896836328 1] 260906872
[1 3246353780858311150 3246353780858311150 1] 260629625
[1 472640305114548655 472640305114548655 1] 261912534
[1 3725094020181300213 3725094020181300213 1] 263459434
[1 2097449817658158751 2097449817658158751 1] 264869015
[1 6643227403971752890 6643227403971752890 1] 265586295
[1 5178122808022206607 5178122808022206607 1] 265485920
[1 5196006687241536103 5196006687241536103 3] 266656412
[1 3743210088908719144 3743210088908719144 1] 266133627
[1 7218017804265400567 7218017804265400567 1] 265595990

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 166960341
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1262622
[1 6061301652778360708 6061301652778360708 1] 2080685
[1 6551056528233317404 6551056528233317404 1] 3259092
[1 5199371706524493251 5199371706524493251 1] 3072704
[1 3659813617944922327 3659813617944922327 1] 3444041
[1 5323113048839211569 5323113048839211569 1] 4101548
[1 6551056528233317404 6551056528233317404 1] 5281014
[1 4306388032135015083 4306388032135015083 1] 5816972
[1 3582342302972989278 3582342302972989278 2] 6183349
[1 5152867666612939994 5152867666612939994 1] 5714359
[1 8545497753826994372 8545497753826994372 1] 7399105
[1 14219070558469852 14219070558469852 1] 7601061
[1 5152867666612939994 5152867666612939994 2] 7131781
[1 8123840614758380338 8123840614758380338 1] 6741275
[1 6299299371226330111 6299299371226330111 1] 6559099
[1 5199371706524493251 5199371706524493251 2] 6373389
[1 4210581282492980127 4210581282492980127 2] 7543033
[1 2681509236213133930 2681509236213133930 1] 9006436
[1 2417774981122755451 2417774981122755451 1] 10140249
[1 5199371706524493251 5199371706524493251 1] 9952733
[1 2417774981122755451 2417774981122755451 1] 11087524
[1 3371221844736955655 3371221844736955655 1] 11619843
[1 14219070558469852 14219070558469852 1] 11815255
[1 5665786584277501498 5665786584277501498 1] 12869456
[1 4411586658559271441 4411586658559271441 2] 14404242
[1 7751036336550852449 7751036336550852449 2] 14902479
[1 5226070023190972674 5226070023190972674 1] 14308341
[1 443797163739200304 443797163739200304 1] 15252305
[1 2681509236213133930 2681509236213133930 1] 16720376
[1 4711316578468217750 4711316578468217750 1] 16555150
[1 3219269621666571012 3219269621666571012 1] 17414602
[1 4439128167132747160 4439128167132747160 1] 17504899
[1 419959660935379333 419959660935379333 1] 17471603
[1 5323113048839211569 5323113048839211569 1] 18128140
[1 6508099035400486672 6508099035400486672 3] 19262375
[1 3661979449103474211 3661979449103474211 1] 19446153
[1 5199371706524493251 5199371706524493251 1] 19260061
[1 428285387533163711 428285387533163711 1] 18775750
[1 7479665055322049871 7479665055322049871 1] 19559414
[1 4587930096661733970 4587930096661733970 1] 20049074
[1 676565140536873255 676565140536873255 1] 20297833
[1 7465279672643454733 7465279672643454733 1] 20284713
[1 5358995021737652853 5358995021737652853 2] 21433199
[1 7758562614941667095 7758562614941667095 1] 22246998
[1 4096930159418457413 4096930159418457413 2] 21948406
[1 6676147598389536847 6676147598389536847 1] 22059280
[1 7542673075594086020 7542673075594086020 1] 21976375
[1 8447424885188984022 8447424885188984022 1] 21961523
[1 3380263676397564338 3380263676397564338 2] 21570548
[1 14219070558469852 14219070558469852 1] 21771137
[1 8765615669523681939 8765615669523681939 1] 21858464
[1 419959660935379333 419959660935379333 1] 21826031
[1 5054306381671161295 5054306381671161295 2] 22762964
[1 4418986465783198893 4418986465783198893 1] 23129518
[1 3168228909583649578 3168228909583649578 1] 24276179
[1 4711016277695541463 4711016277695541463 1] 24785146
[1 3300549992339425025 3300549992339425025 1] 25188999
[1 4640306689896283532 4640306689896283532 1] 26045297
[1 8576653471017792763 8576653471017792763 1] 26293451
[1 8630513118107105493 8630513118107105493 2] 27439904
[1 3073303311992054111 3073303311992054111 1] 29172653
[1 4675313619226882656 4675313619226882656 2] 29924579
[1 4672142790945023815 4672142790945023815 1] 31247614
[1 6312818450892701566 6312818450892701566 2] 30994623
[1 3277991424207011103 3277991424207011103 1] 30558777
[1 4313074964976661539 4313074964976661539 1] 30998907
[1 5358995021737652853 5358995021737652853 1] 32150729
[1 5727926382741058057 5727926382741058057 1] 32681636
[1 6769470164041216243 6769470164041216243 2] 32826822
[1 2408144213467734955 2408144213467734955 2] 33707511
[1 1537871660103321085 1537871660103321085 1] 34255557
[1 8106418617074936444 8106418617074936444 2] 35758516
[1 4852342352453309314 4852342352453309314 1] 36615424
[1 6935269914745579775 6935269914745579775 2] 38163276
[1 8178167647254100655 8178167647254100655 1] 38826049
[1 5609386143928750169 5609386143928750169 1] 38649213
[1 5235884288566630025 5235884288566630025 1] 38188548
[1 7258030776582813733 7258030776582813733 2] 39398548
[1 6418055994088674903 6418055994088674903 2] 40972173
[1 8861487328274733667 8861487328274733667 1] 40843996
[1 5199371706524493251 5199371706524493251 1] 40656727
[1 697023732095936426 697023732095936426 1] 41823450
[1 2702469276737005753 2702469276737005753 1] 42966480
[1 7751036336550852449 7751036336550852449 1] 43454142
[1 7263920461483667833 7263920461483667833 3] 42909046
[1 1858959575435454377 1858959575435454377 1] 44207837
[1 1559190386264860990 1559190386264860990 1] 45715161
[1 8545497753826994372 8545497753826994372 2] 47395759
[1 6733148917571626198 6733148917571626198 1] 47396944
[1 2906895808741546301 2906895808741546301 1] 48319041
[1 6621806134722217994 6621806134722217994 3] 48528764
[1 5899104248299270511 5899104248299270511 1] 48809065
[1 8545497753826994372 8545497753826994372 1] 50494668
[1 1999070770062910591 1999070770062910591 1] 50611219
[1 5046249221331440250 5046249221331440250 1] 51055791
[1 2740874517211224045 2740874517211224045 1] 52754968
[1 3980262377739853399 3980262377739853399 1] 52361556
[1 1726119651011849087 1726119651011849087 1] 53899900
[1 4755769266264313978 4755769266264313978 1] 54474394
[1 1924345543027782702 1924345543027782702 1] 55326748
[1 1657028723439299735 1657028723439299735 1] 56864810
[1 3837879182316570790 3837879182316570790 1] 57552645
[1 3679629128133838277 3679629128133838277 1] 57118768
[1 3980262377739853399 3980262377739853399 2] 56725106
[1 4829750008164147974 4829750008164147974 1] 56222680
[1 366035088203681309 366035088203681309 1] 57266385
[1 472640305114548655 472640305114548655 1] 58541230
[1 8025119966655469405 8025119966655469405 1] 58375775
[1 1943465972204786521 1943465972204786521 1] 59817504
[1 9087915936908888447 9087915936908888447 1] 61011168
[1 7021863040962118426 7021863040962118426 1] 62675123
[1 6383064505001044642 6383064505001044642 1] 63169715
[1 6661929279557956789 6661929279557956789 1] 63366531
[1 3380263676397564338 3380263676397564338 1] 62986038
[1 4134066680141017990 4134066680141017990 1] 62586304
[1 7885990956964797791 7885990956964797791 1] 62748636
[1 2881907375742268536 2881907375742268536 2] 64085354
[1 1494610507527821925 1494610507527821925 1] 64157530
[1 2237646372472201809 2237646372472201809 2] 64214682
[1 7000092202700241638 7000092202700241638 1] 64251172
[1 4049776256710809090 4049776256710809090 1] 65563415
[1 7094574829709000416 7094574829709000416 2] 67204116
[1 5222133264898256115 5222133264898256115 2] 67579392
[1 777597955150123734 777597955150123734 1] 68073377
[1 78272782157371108 78272782157371108 1] 69802517
[1 4934221230837358068 4934221230837358068 1] 70366114
[1 3224496798420488480 3224496798420488480 1] 71684573
[1 4389097367932351452 4389097367932351452 1] 71954968
[1 472640305114548655 472640305114548655 1] 73232212
[1 6418055994088674903 6418055994088674903 2] 74804941
[1 4210581282492980127 4210581282492980127 1] 75964557
[1 62078986177768511 62078986177768511 1] 75611872
[1 4858660833805638128 4858660833805638128 1] 77144493
[1 5486430009089896035 5486430009089896035 1] 76973238
[1 3523119062920112816 3523119062920112816 1] 77185092
[1 2404331784854299912 2404331784854299912 1] 77167134
[1 171574233629385747 171574233629385747 1] 77220659
[1 3837879182316570790 3837879182316570790 1] 77905685
[1 4002065833995603862 4002065833995603862 1] 78416162
[1 101175050661003722 101175050661003722 1] 78869207
[1 5235884288566630025 5235884288566630025 1] 78409655
[1 1217082174760581124 1217082174760581124 1] 79400520
[1 9041943092826302859 9041943092826302859 1] 79748099
[1 4570918472550733256 4570918472550733256 1] 80237878
[1 3778255577798444672 3778255577798444672 2] 81371448
[1 2562215526203485763 2562215526203485763 2] 81617552
[1 4559156434454441098 4559156434454441098 1] 82981838
[1 6334889449731842403 6334889449731842403 1] 83516484
[1 8773876334263565533 8773876334263565533 1] 83266269
[1 4516712816156734168 4516712816156734168 1] 83862508
[1 5190854629269504638 5190854629269504638 1] 83470988
[1 348341910997470776 348341910997470776 1] 82901194
[1 3338324673096263604 3338324673096263604 1] 83504637
[1 6696084871028655697 6696084871028655697 1] 83849014
[1 2337016797151025370 2337016797151025370 1] 85403386
[1 6513783888078605502 6513783888078605502 1] 86266547
[1 4567303845284399364 4567303845284399364 1] 86402344
[1 6418055994088674903 6418055994088674903 2] 87978449
[1 3551371861899513573 3551371861899513573 1] 88195736
[1 3210252149598671156 3210252149598671156 2] 89207760
[1 4852342352453309314 4852342352453309314 1] 90065123
[1 894503179976803868 894503179976803868 2] 90554154
[1 647491046073748595 647491046073748595 1] 90355083
[1 4509399839213241252 4509399839213241252 1] 91635023
[1 3289045874899206838 3289045874899206838 2] 92874498
[1 7012966272631410635 7012966272631410635 1] 92312852
[1 2810783061002379839 2810783061002379839 1] 92356321
[1 3526848735750231445 3526848735750231445 3] 92924914
[1 4672142790945023815 4672142790945023815 1] 94241100
[1 6451767927797156096 6451767927797156096 1] 94966588
[1 2239583862575887041 2239583862575887041 1] 95105941
[1 5235884288566630025 5235884288566630025 1] 94646147
[1 3271852081665507611 3271852081665507611 1] 94102469
[1 3523119062920112816 3523119062920112816 1] 94314027
[1 7758562614941667095 7758562614941667095 2] 95124480
[1 251690462219525063 251690462219525063 1] 96763775
[1 8861487328274733667 8861487328274733667 1] 96635360
[1 472640305114548655 472640305114548655 2] 97908283
[1 5199371706524493251 5199371706524493251 1] 97720996
[1 5178792161997660435 5178792161997660435 1] 98199146
[1 8166414568124432591 8166414568124432591 1] 99080598
[1 8685449636262271972 8685449636262271972 1] 100677488
[1 7132460384727029320 7132460384727029320 2] 100794271
[1 5514366799865754161 5514366799865754161 1] 101250340
[1 4412122026428717922 4412122026428717922 1] 102519575
[1 3236934473919397422 3236934473919397422 1] 103332128
[1 647491046073748595 647491046073748595 1] 103133173
[1 4219873354455086148 4219873354455086148 4] 104089448
[1 130094826246450141 130094826246450141 1] 104223791
[1 2331347999351084026 2331347999351084026 1] 103941211
[1 3659813617944922327 3659813617944922327 2] 104309843
[1 2491827283880295168 2491827283880295168 2] 105826569
[1 5063561934843515109 5063561934843515109 1] 106205376
[1 4377884285487400780 4377884285487400780 1] 105655298
[1 9111468288398707982 9111468288398707982 1] 106039387
[1 550672249647483098 550672249647483098 1] 106388194
[1 6513783888078605502 6513783888078605502 1] 107242017
[1 8746113330728608796 8746113330728608796 3] 107351228
[1 2861478466821191741 2861478466821191741 1] 107093319
[1 3558554399823816184 3558554399823816184 1] 107582768
[1 6274825479430247148 6274825479430247148 1] 108874555
[1 9194213822884330834 9194213822884330834 1] 108429864
[1 185118575590103668 185118575590103668 1] 109506851
[1 4122695951619468847 4122695951619468847 2] 110465809
[1 8596722216914397364 8596722216914397364 1] 111808761
[1 4073211198583022180 4073211198583022180 1] 111340635
[1 9194213822884330834 9194213822884330834 1] 110894502
[1 5199371706524493251 5199371706524493251 2] 110707631
[1 7856897504463192900 7856897504463192900 1] 110653826
[1 5416000030182068785 5416000030182068785 2] 111141290
[1 1242004612079023671 1242004612079023671 1] 111463203
[1 4827324001856983987 4827324001856983987 1] 111903464
[1 2491827283880295168 2491827283880295168 1] 113417529
[1 4774416163461359252 4774416163461359252 3] 114077104
[1 914343859512707012 914343859512707012 1] 114636497
[1 3271508910756835865 3271508910756835865 1] 114721972
[1 3345713678998118409 3345713678998118409 1] 116432251
[1 1840298256139815746 1840298256139815746 1] 118162554
[1 6397345207882921962 6397345207882921962 2] 119248085
[1 9107500590212004521 9107500590212004521 2] 119548496
[1 6468866080072798106 6468866080072798106 1] 120603176
[1 7044189533465539850 7044189533465539850 1] 120754853
[1 6357559164249722615 6357559164249722615 4] 121963098
[1 6508099035400486672 6508099035400486672 1] 123092724
[1 6170402025844769799 6170402025844769799 1] 122563629
[1 2454684895762362559 2454684895762362559 1] 122763166
[1 7499126390569328487 7499126390569328487 1] 123801313
[1 2454684895762362559 2454684895762362559 1] 124003961
[1 4562440946473198944 4562440946473198944 3] 124726504
[1 6969888700525189384 6969888700525189384 1] 125676478
[1 2090043877226103601 2090043877226103601 2] 126422942
[1 1186413747289502661 1186413747289502661 2] 127401630
[1 319895222190797266 319895222190797266 1] 127929223
[1 776057151823164264 776057151823164264 1] 127813329
[1 4238713034810074028 4238713034810074028 1] 128875714
[1 472640305114548655 472640305114548655 1] 130156746
[1 3271508910756835865 3271508910756835865 2] 130243403
[1 9054274455774325283 9054274455774325283 2] 130192158
[1 5460306810368422338 5460306810368422338 1] 131302722
[1 415004406609487801 415004406609487801 1] 130719263
[1 8123840614758380338 8123840614758380338 3] 130328289
[1 5724685807532549095 5724685807532549095 1] 131485064
[1 5945104872396650355 5945104872396650355 1] 131848124
[1 8863376680030915354 8863376680030915354 1] 131707782
[1 1890874750208477764 1890874750208477764 1] 133210294
[1 7613436918011352707 7613436918011352707 1] 133599349
[1 6423217256339162762 6423217256339162762 1] 134588975
[1 835059540630012492 835059540630012492 1] 135710457
[1 5885709345812136768 5885709345812136768 1] 136333018
[1 8456951483809752933 8456951483809752933 1] 137602653
[1 1929108437739011046 1929108437739011046 1] 138035020
[1 962644554631157417 962644554631157417 1] 139644363
[1 5416000030182068785 5416000030182068785 1] 140135837
[1 6041612706119483417 6041612706119483417 1] 140738629
[1 1657028723439299735 1657028723439299735 2] 142285270
[1 2538156644782290352 2538156644782290352 2] 143836324
[1 8454751433989030941 8454751433989030941 1] 144096851
[1 7466460471292109233 7466460471292109233 1] 145512164
[1 3582342302972989278 3582342302972989278 1] 145875421
[1 3829641242182598913 3829641242182598913 1] 145602690
[1 6190378323326485826 6190378323326485826 1] 145091339
[1 4956135701449413191 4956135701449413191 1] 144860574
[1 579383808298780685 579383808298780685 1] 144429835
[1 1176482845217077127 1176482845217077127 1] 145765771
[1 6702312599032352784 6702312599032352784 2] 147144093
[1 2059014550261616441 2059014550261616441 1] 147298547
[1 222493149465179000 222493149465179000 2] 148257020
[1 2046472722026058361 2046472722026058361 1] 148302611
[1 8639103653568590745 8639103653568590745 2] 148708099
[1 2681509236213133930 2681509236213133930 2] 150177749
[1 2681509236213133930 2681509236213133930 1] 151637838
[1 4841662169877694660 4841662169877694660 1] 153366076
[1 1994482117221562610 1994482117221562610 2] 154767080
[1 6872419454369207885 6872419454369207885 1] 155883898
[1 2704694954785049502 2704694954785049502 1] 157307319
[1 8630513118107105493 8630513118107105493 1] 158446269
[1 8223556651405343222 8223556651405343222 1] 158284723
[1 497283696040899058 497283696040899058 1] 159541333
[1 1790591590042843761 1790591590042843761 1] 159904580
[1 4073211198583022180 4073211198583022180 1] 159436067
[1 8123840614758380338 8123840614758380338 1] 159043829
[1 7490339278880190554 7490339278880190554 2] 158797741
[1 2550598396595818528 2550598396595818528 1] 158868207
[1 5199371706524493251 5199371706524493251 1] 158680204
[1 5071069789944271384 5071069789944271384 1] 158685760
[1 131118527416406417 131118527416406417 1] 159789203
[1 3964450872751765311 3964450872751765311 5] 159835070
[1 2838580124468335443 2838580124468335443 1] 159280683
[1 7881522691004017370 7881522691004017370 1] 160580534
[1 7316668006565156651 7316668006565156651 3] 160871958
[1 3460887766722519736 3460887766722519736 1] 162408797
[1 8178167647254100655 8178167647254100655 1] 163071681
[1 4194064741151001970 4194064741151001970 1] 163203996
[1 5199371706524493251 5199371706524493251 2] 163016761
[1 2337016797151025370 2337016797151025370 1] 164561009
[1 9194213822884330834 9194213822884330834 1] 164113806
[1 960478310206579209 960478310206579209 1] 163948037
[1 7979646042163024205 7979646042163024205 1] 163635656
[1 1858959575435454377 1858959575435454377 2] 164938734
[1 1217566094413633721 1217566094413633721 1] 164448320
[1 5199641547698550621 5199641547698550621 1] 165675692
[1 6957926362045696369 6957926362045696369 1] 165113567
[1 2319188756839704936 2319188756839704936 1] 165724898
[1 1572355345597119708 1572355345597119708 1] 165557661
[1 8875211216651956425 8875211216651956425 2] 166268595
[1 4559156434454441098 4559156434454441098 1] 167631743
[1 8821009146333822433 8821009146333822433 1] 169143277
[1 1309962873612645872 1309962873612645872 3] 169445492
[1 4898117658189580031 4898117658189580031 1] 169229833
[1 4086763913301779518 4086763913301779518 2] 169214136
[1 130094826246450141 130094826246450141 1] 169349271
[1 8344753198079708132 8344753198079708132 1] 170560443
[1 6700757519863913125 6700757519863913125 2] 172147413
[1 7523316024404873548 7523316024404873548 1] 172467875
[1 8457181607094899287 8457181607094899287 1] 172522719
[1 2247469374958062075 2247469374958062075 1] 172020980
[1 3113311429710773546 3113311429710773546 1] 172875539
[1 4073211198583022180 4073211198583022180 3] 172407345
[1 2509139897261588936 2509139897261588936 1] 173780556
[1 2090043877226103601 2090043877226103601 1] 174526905
[1 5609386143928750169 5609386143928750169 1] 174350455
[1 3513591833870429566 3513591833870429566 1] 173853189
[1 794543592873094726 794543592873094726 1] 174132876
[1 579383808298780685 579383808298780685 2] 173701323
[1 8380641326145083184 8380641326145083184 1] 173352415
[1 3964450872751765311 3964450872751765311 1] 173398397
[1 6679105948721570805 6679105948721570805 1] 173068747
[1 789678821803831634 789678821803831634 1] 172969919
[1 3152667199902966591 3152667199902966591 1] 172371001
[1 5428676046622452730 5428676046622452730 1] 173165701
[1 4755877962832181671 4755877962832181671 2] 173089405
[1 1652415761709635407 1652415761709635407 1] 173953685
[1 3452460185093754177 3452460185093754177 1] 173943754
[1 3523119062920112816 3523119062920112816 3] 174155608
[1 8071399829518041455 8071399829518041455 1] 174791380
[1 6312818450892701566 6312818450892701566 2] 174537104
[1 5885251080520357233 5885251080520357233 1] 174734820
[1 2928647503566692007 2928647503566692007 1] 175203962
[1 4365291373867262605 4365291373867262605 2] 176309780
[1 6324117110787121994 6324117110787121994 1] 177760033
[1 555990338574654921 555990338574654921 1] 178815430
[1 4982225158532910574 4982225158532910574 1] 179185387
[1 8382273392383741760 8382273392383741760 2] 180033593
[1 3152846535939948506 3152846535939948506 2] 180093883
[1 6312818450892701566 6312818450892701566 2] 179840342
[1 9041943092826302859 9041943092826302859 1] 180187550
[1 2856539413314948307 2856539413314948307 1] 179970396
[1 5380935037227546951 5380935037227546951 1] 179699861
[1 7465279672643454733 7465279672643454733 1] 179687523
[1 6423217256339162762 6423217256339162762 1] 180696372
[1 6190378323326485826 6190378323326485826 3] 180186035
[1 4811212750625984352 4811212750625984352 1] 180022612
[1 4541849469276830559 4541849469276830559 1] 179719574
[1 230278193608570785 230278193608570785 1] 179210871
[1 8796452180611775208 8796452180611775208 1] 179262261
[1 7951556637785314359 7951556637785314359 2] 178968826
[1 1190941672751438369 1190941672751438369 1] 179005084
[1 2334543312721676862 2334543312721676862 1] 180377746
[1 4021089274693363635 4021089274693363635 1] 181774884
[1 5788881540600095843 5788881540600095843 1] 182419438
[1 2036909659925042171 2036909659925042171 2] 182489673
[1 7008706794286656759 7008706794286656759 1] 182326254
[1 8674095322927264939 8674095322927264939 1] 182560026
[1 8939596530689448133 8939596530689448133 1] 183807243
[1 6041612706119483417 6041612706119483417 1] 184409350
[1 5010598880146546224 5010598880146546224 1] 184391359
[1 3558554399823816184 3558554399823816184 1] 184881279
[1 3966236307845293463 3966236307845293463 1] 184870069
[1 5152867666612939994 5152867666612939994 1] 184400557
[1 3575030713274475525 3575030713274475525 1] 185896320
[1 769942351571177457 769942351571177457 1] 185819259
[1 3337160779789067394 3337160779789067394 2] 187113083
[1 4538011972252671285 4538011972252671285 2] 186717434
[1 7496270305388725263 7496270305388725263 2] 186945947
[1 7835094993739046534 7835094993739046534 1] 188339247
[1 7253081084140999038 7253081084140999038 1] 188977879
[1 2965510242296456540 2965510242296456540 1] 189892843
[1 4826508407678470599 4826508407678470599 1] 189359894
[1 4643234138915544813 4643234138915544813 1] 190806627
[1 3815681640050750010 3815681640050750010 1] 191711946
[1 5593717899833931073 5593717899833931073 1] 191950635
[1 1452942473505964474 1452942473505964474 1] 192906798
[1 1113918663186012118 1113918663186012118 1] 192854396
[1 4133824371882797777 4133824371882797777 1] 194041683
[1 6702312599032352784 6702312599032352784 1] 195422785
[1 1392740535184907307 1392740535184907307 1] 195444996
[1 8219298985896031870 8219298985896031870 1] 196071842
[1 407680228762628637 407680228762628637 1] 196592880
[1 3397674522525353132 3397674522525353132 3] 196704818
[1 3380263676397564338 3380263676397564338 1] 196312681
[1 8228581028098359699 8228581028098359699 1] 196880673
[1 3203016569110680163 3203016569110680163 1] 198205228
[1 5041716788574141913 5041716788574141913 3] 198939412
[1 5718108348191035616 5718108348191035616 1] 200045936
[1 5163588175456553285 5163588175456553285 1] 199551029
[1 2367632123291455431 2367632123291455431 1] 200533946
[1 2269341530959424643 2269341530959424643 1] 200835604
[1 5873317982803155464 5873317982803155464 1] 201522267
[1 8323616056709401117 8323616056709401117 1] 202139267
[1 4852342352453309314 4852342352453309314 1] 202986975
[1 3219269621666571012 3219269621666571012 1] 203839147
[1 8555612586013675980 8555612586013675980 1] 204283669
[1 4486208703608854876 4486208703608854876 1] 204530592
[1 1980691158095603428 1980691158095603428 2] 206208156
[1 6520185239836403810 6520185239836403810 1] 205904213
[1 2332873300355990351 2332873300355990351 3] 206501465
[1 5788881540600095843 5788881540600095843 1] 207142741
[1 9194213822884330834 9194213822884330834 1] 206696182
[1 8783398529814028400 8783398529814028400 1] 207639512
[1 5063561934843515109 5063561934843515109 1] 208022049
[1 3923278645798607949 3923278645798607949 1] 209483878
[1 1335048254029551544 1335048254029551544 1] 209349081
[1 8783398529814028400 8783398529814028400 2] 210290627
[1 6487420009656927523 6487420009656927523 2] 211598442
[1 2737049106520977071 2737049106520977071 1] 213028557
[1 2351868443412837382 2351868443412837382 2] 213284374
[1 4672142790945023815 4672142790945023815 1] 214590471
[1 550672249647483098 550672249647483098 2] 214937423
[1 8630513118107105493 8630513118107105493 1] 216070313
[1 7816894275143735653 7816894275143735653 1] 217239582
[1 3829641242182598913 3829641242182598913 2] 216964056
[1 7942517674964614188 7942517674964614188 1] 218732064
[1 2059014550261616441 2059014550261616441 1] 218885760
[1 4808101553268135358 4808101553268135358 1] 220232190
[1 6020890979708936693 6020890979708936693 1] 220612074
[1 5719856726457577661 5719856726457577661 4] 220675185
[1 5190854629269504638 5190854629269504638 1] 220282998
[1 5719717182571015391 5719717182571015391 1] 220377299
[1 3656344101082318758 3656344101082318758 1] 221129119
[1 3727930850643909137 3727930850643909137 1] 222616246
[1 8630513118107105493 8630513118107105493 1] 223747810
[1 230278193608570785 230278193608570785 1] 223239071
[1 8861487328274733667 8861487328274733667 1] 223110578
[1 282635039422144020 282635039422144020 1] 223936911
[1 6416684361604007311 6416684361604007311 1] 225101033
[1 6028182652995316019 6028182652995316019 1] 226374826
[1 14219070558469852 14219070558469852 1] 226571603
[1 5475979248680422918 5475979248680422918 1] 228032159
[1 414355819421748683 414355819421748683 2] 229221913
[1 6812130681507053423 6812130681507053423 1] 230739359
[1 7798246342830308968 7798246342830308968 1] 231636932
[1 5585786087383249728 5585786087383249728 1] 232533416
[1 3530022764642695888 3530022764642695888 1] 232952671
[1 2336099898871085227 2336099898871085227 1] 232565598
[1 7777977619431818208 7777977619431818208 1] 232482462
[1 7510830849849817936 7510830849849817936 1] 232763201
[1 8172922642733451540 8172922642733451540 1] 232687729
[1 8861487328274733667 8861487328274733667 1] 232560196
[1 8818877862451692445 8818877862451692445 1] 232350744
[1 8906311312446022368 8906311312446022368 2] 232569005
[1 4002125427601191018 4002125427601191018 1] 233504469
[1 185177807332437299 185177807332437299 1] 234975564
[1 6789022155914594207 6789022155914594207 1] 234898798
[1 3094667540105656806 3094667540105656806 1] 236208847
[1 9223218755183230107 9223218755183230107 1] 236847181
[1 1858959575435454377 1858959575435454377 1] 238155318
[1 25808810848855699 25808810848855699 1] 239258716
[1 777597955150123734 777597955150123734 1] 239751939
[1 6317955593750657091 6317955593750657091 1] 239371338
[1 8579167014664097186 8579167014664097186 1] 240998781
[1 3674465782270809850 3674465782270809850 1] 241380495
[1 5235884288566630025 5235884288566630025 1] 240928914
[1 1779151639916505574 1779151639916505574 1] 242143557
[1 4792288441176605021 4792288441176605021 2] 243643187
[1 7999706091662848021 7999706091662848021 1] 243339830
[1 4909640069524819720 4909640069524819720 1] 243537681
[1 3815681640050750010 3815681640050750010 1] 244438456
[1 2090043877226103601 2090043877226103601 1] 245182361
[1 8861487328274733667 8861487328274733667 1] 245054095
[1 7496270305388725263 7496270305388725263 2] 245283270
[1 522117222994015365 522117222994015365 1] 246950030
[1 965512617529384234 965512617529384234 1] 247444325
