Running client with DIFFICULTY: 10
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 10
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 23206 23206 1] 2771
[1 79568 79568 1] 10252
[1 90614 90614 1] 12482
[1 62755 62755 1] 8647
[1 54260 54260 1] 8782
[1 28203 28203 1] 5078
[1 23507 23507 1] 4588
[1 2022 2022 1] 734
[1 90869 90869 1] 17267

Results: 100.00 8482

Standard Error: 165.023
Mean Waiting Time: 2246.43
Statistics for DIFFICULTIES: 100000

----------------------------------------
Running client with DIFFICULTY: 1000000
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 1000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 930887 930887 1] 114613
[1 636916 636916 1] 124572
[1 238336 238336 1] 27968
[1 760493 760493 1] 99061
[1 641422 641422 1] 73201
[1 490028 490028 1] 58843
[1 520060 520060 1] 60839
[1 513927 513927 1] 58962
[1 383427 383427 1] 46091
[1 455737 455737 1] 52173
[1 595369 595369 1] 69317
[1 956430 956430 1] 108619
[1 21531 21531 1] 3854
[1 665124 665124 1] 77096
[1 703136 703136 1] 80867
[1 979803 979803 1] 125276
[1 723059 723059 1] 86326
[1 898168 898168 1] 130114
[1 18457 18457 1] 2936
[1 478043 478043 1] 56336
[1 377374 377374 1] 47102
[1 544920 544920 1] 72969
[1 898538 898538 1] 111252
[1 594325 594325 1] 70596
[1 664371 664371 1] 79818
[1 803527 803527 1] 96740
[1 268981 268981 1] 35253
[1 241874 241874 1] 31361
[1 999171 999171 1] 120825
[1 497282 497282 1] 60239
[1 420926 420926 1] 50630
[1 336328 336328 1] 58182
[1 126506 126506 1] 17192
[1 621730 621730 1] 72032
[1 925858 925858 1] 111125
[1 353896 353896 1] 42862
[1 100546 100546 1] 13378
[1 233368 233368 1] 29077
[1 990365 990365 1] 121430
[1 313751 313751 1] 36286
[1 426809 426809 1] 59985
[1 947179 947179 1] 121466
[1 393585 393585 1] 48164
[1 502652 502652 1] 61472
[1 612400 612400 1] 73264
[1 95061 95061 1] 17081
[1 993369 993369 1] 134149
[1 210013 210013 1] 26897
[1 698587 698587 1] 82262
[1 297540 297540 1] 35894
[1 480571 480571 1] 59642
[1 960379 960379 1] 113757
[1 66602 66602 1] 9108
[1 612903 612903 1] 70953
[1 570493 570493 1] 69832
[1 260757 260757 1] 47010
[1 560281 560281 1] 64881
[1 209442 209442 1] 28555
[1 429690 429690 1] 52026
[1 346620 346620 1] 60233
[1 744730 744730 1] 86961
[1 108118 108118 1] 15315
[1 905772 905772 1] 105405
[1 890676 890676 1] 102889
[1 698928 698928 1] 82501
[1 777857 777857 1] 138922
[1 872354 872354 1] 100564
[1 276966 276966 1] 57541
[1 964684 964684 1] 109587
[1 28625 28625 1] 5747
[1 332872 332872 1] 39310
[1 48830 48830 1] 7144
[1 530020 530020 1] 61283
[1 363369 363369 1] 42158
[1 486716 486716 1] 60481
[1 518150 518150 1] 61529
[1 700724 700724 1] 82600
[1 2246 2246 1] 527
[1 493452 493452 1] 85614
[1 243556 243556 1] 81233
[1 597489 597489 1] 119107
[1 888229 888229 1] 104135
[1 792351 792351 1] 89912
[1 441501 441501 1] 52641
[1 87765 87765 1] 16846
[1 324915 324915 1] 39599
[1 275857 275857 1] 41888
[1 346492 346492 1] 40076
[1 148366 148366 1] 19177
[1 281937 281937 1] 33181
[1 452552 452552 1] 52246
[1 899229 899229 1] 102162
[1 975408 975408 1] 126685
[1 276122 276122 1] 63194
[1 794396 794396 1] 89986
[1 661238 661238 1] 80604
[1 573794 573794 1] 68931
[1 894429 894429 1] 103612
[1 231012 231012 1] 29572
[1 639530 639530 1] 73702
[1 322405 322405 1] 40416
[1 255764 255764 1] 31738
[1 854539 854539 1] 148947
[1 436841 436841 1] 52904
[1 344819 344819 1] 43449
[1 670689 670689 1] 77220
[1 67918 67918 1] 9576
[1 466997 466997 1] 59517
[1 987744 987744 1] 117077
[1 512184 512184 1] 63604
[1 295500 295500 1] 37366
[1 206726 206726 1] 25330
[1 755591 755591 1] 88446
[1 268140 268140 1] 32756
[1 469787 469787 1] 54479
[1 338083 338083 1] 39469
[1 388465 388465 1] 45461
[1 939508 939508 1] 109505
[1 228805 228805 1] 27834
[1 278612 278612 1] 33902
[1 127829 127829 1] 24424
[1 887344 887344 1] 100605
[1 35569 35569 1] 4781
[1 755423 755423 1] 86540
[1 613811 613811 1] 73631
[1 321802 321802 1] 39148
[1 473731 473731 1] 55023
[1 811306 811306 1] 92048
[1 178737 178737 1] 21313
[1 248627 248627 1] 30157
[1 503466 503466 1] 58465
[1 473417 473417 1] 57965
[1 213259 213259 1] 26466
[1 167638 167638 1] 22128
[1 305625 305625 1] 37363
[1 544920 544920 1] 63532
[1 911900 911900 1] 109171
[1 145551 145551 1] 18566
[1 290072 290072 1] 33324
[1 487132 487132 1] 64228
[1 684931 684931 1] 78029
[1 845895 845895 1] 95878
[1 370164 370164 1] 43372
[1 387982 387982 1] 44791
[1 252997 252997 1] 31225
[1 713774 713774 1] 82109
[1 739669 739669 1] 84122
[1 681096 681096 1] 79485
[1 116467 116467 1] 14382
[1 911341 911341 1] 106377
[1 327685 327685 1] 39628
[1 855543 855543 1] 99012
[1 379108 379108 1] 46972
[1 219757 219757 1] 44933
[1 418419 418419 1] 53117
[1 89413 89413 1] 12637
[1 32173 32173 1] 4384
[1 262010 262010 1] 31022
[1 625211 625211 1] 121853
[1 467588 467588 1] 130414
[1 319302 319302 1] 38795
[1 667373 667373 1] 110780
[1 401256 401256 1] 83921
[1 44600 44600 1] 6822
[1 229905 229905 1] 32302
[1 939812 939812 1] 122200
[1 915668 915668 1] 113068
[1 346229 346229 1] 42860
[1 829151 829151 1] 101203
[1 996659 996659 1] 119468
[1 789225 789225 1] 97869
[1 867270 867270 1] 105267
[1 54082 54082 1] 10300
[1 740085 740085 1] 88461
[1 811973 811973 1] 95980
[1 73851 73851 1] 10004
[1 905386 905386 1] 109106
[1 739300 739300 1] 154120
[1 606043 606043 1] 76879
[1 340714 340714 1] 41957
[1 256191 256191 1] 31066
[1 942591 942591 1] 113073
[1 108582 108582 1] 17374
[1 499337 499337 1] 61625
[1 371156 371156 1] 43288
[1 218005 218005 1] 28341
[1 614770 614770 1] 73125
[1 981777 981777 1] 126531
[1 247256 247256 1] 32054
[1 348143 348143 1] 43862
[1 445885 445885 1] 55560
[1 223206 223206 1] 29212
[1 679568 679568 1] 78732
[1 690614 690614 1] 79394
[1 262755 262755 1] 33872
[1 154260 154260 1] 21191
[1 828203 828203 1] 101169
[1 723507 723507 1] 86489
[1 902022 902022 1] 102456
[1 390869 390869 1] 46947

Results: 100.00 64074

Standard Error: 797.548
Mean Waiting Time: 12551.1
Statistics for DIFFICULTIES: 1000000

----------------------------------------
Running client with DIFFICULTY: 30000000
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 6930887 6930887 1] 978603
[1 4636916 4636916 1] 997970
[1 4238336 4238336 1] 928671
[1 29760493 29760493 1] 4791458
[1 19641422 19641422 1] 6460778
[1 490028 490028 1] 5917562
[1 22520060 22520060 1] 7987367
[1 17513927 17513927 1] 9517410
[1 10383427 10383427 1] 10529482
[1 13455737 13455737 1] 11580186
[1 11595369 11595369 1] 12371769
[1 16956430 16956430 1] 13724371
[1 21021531 21021531 1] 15441942
[1 23665124 23665124 1] 17533220
[1 18703136 18703136 1] 19047545
[1 1979803 1979803 1] 18672808
[1 5723059 5723059 1] 18726831
[1 15898168 15898168 1] 20249915
[1 19018457 19018457 1] 22716119
[1 6478043 6478043 1] 23001384
[1 3377374 3377374 1] 22787640
[1 24544920 24544920 1] 25007878
[1 6898538 6898538 1] 25180782
[1 23594325 23594325 1] 27305336
[1 28664371 28664371 1] 30647619
[1 4803527 4803527 1] 30594608
[1 14268981 14268981 1] 31599769
[1 29241874 29241874 1] 34376887
[1 12999171 12999171 1] 35272291
[1 15497282 15497282 1] 36659499
[1 14420926 14420926 1] 37714684
[1 27336328 27336328 1] 40233006
[1 19126506 19126506 1] 41891311
[1 12621730 12621730 1] 43257062
[1 23925858 23925858 1] 45755095
[1 24353896 24353896 1] 48264784
[1 21100546 21100546 1] 50446515
[1 18233368 18233368 1] 51960900
[1 25990365 25990365 1] 54366092
[1 10313751 10313751 1] 54906391
[1 26426809 26426809 1] 57237647
[1 29947179 29947179 1] 60046979
[1 19393585 19393585 1] 61802121
[1 28502652 28502652 1] 64438970
[1 4612400 4612400 1] 64414801
[1 4095061 4095061 1] 64266637
[1 13993369 13993369 1] 65229062
[1 4210013 4210013 1] 65101382
[1 9698587 9698587 1] 65584799
[1 6297540 6297540 1] 65677811
[1 13480571 13480571 1] 66581135
[1 25960379 25960379 1] 68945328
[1 2066602 2066602 1] 68576104
[1 27612903 27612903 1] 71017786
[1 3570493 3570493 1] 70815748
[1 260757 260757 1] 70245500
[1 5560281 5560281 1] 70268275
[1 23209442 23209442 1] 72303241
[1 24429690 24429690 1] 74412977
[1 27346620 27346620 1] 76914286
[1 744730 744730 1] 76397432
[1 13108118 13108118 1] 77288655
[1 27905772 27905772 1] 79858213
[1 12890676 12890676 1] 80717129
[1 11698928 11698928 1] 81499074
[1 18777857 18777857 1] 82952593
[1 14872354 14872354 1] 83995990
[1 12276966 12276966 1] 84737326
[1 23964684 23964684 1] 86821529
[1 10028625 10028625 1] 87468312
[1 332872 332872 1] 86905637
[1 10048830 10048830 1] 87481304
[1 5530020 5530020 1] 87497797
[1 13363369 13363369 1] 88377863
[1 7486716 7486716 1] 88599068
[1 11518150 11518150 1] 89357720
[1 19700724 19700724 1] 90974630
[1 18002246 18002246 1] 92548112
[1 19493452 19493452 1] 94173080
[1 20243556 20243556 1] 95796911
[1 2597489 2597489 1] 95488254
[1 8888229 8888229 1] 95870940
[1 18792351 18792351 1] 97343969
[1 29441501 29441501 1] 100489514
[1 26087765 26087765 1] 102829755
[1 5324915 5324915 1] 102825881
[1 2275857 2275857 1] 102479712
[1 27346492 27346492 1] 104897542
[1 1148366 1148366 1] 104422148
[1 20281937 20281937 1] 106071101
[1 16452552 16452552 1] 107340506
[1 11899229 11899229 1] 108135089
[1 3975408 3975408 1] 108075624
[1 6276122 6276122 1] 108216069
[1 794396 794396 1] 107709925
[1 24661238 24661238 1] 110151326
[1 573794 573794 1] 109614751
[1 15894429 15894429 1] 110798045
[1 7231012 7231012 1] 111035500
[1 14639530 14639530 1] 112082075
[1 7322405 7322405 1] 112282619
[1 12255764 12255764 1] 113050137
[1 17854539 17854539 1] 114428215
[1 12436841 12436841 1] 115186516
[1 15344819 15344819 1] 116338540
[1 22670689 22670689 1] 118537659
[1 12067918 12067918 1] 119270418
[1 20466997 20466997 1] 120985254
[1 16987744 16987744 1] 122308186
[1 9512184 9512184 1] 122807817
[1 18295500 18295500 1] 124660710
[1 16206726 16206726 1] 125879043
[1 2755591 2755591 1] 125591901
[1 3268140 3268140 1] 125356960
[1 12469787 12469787 1] 126142360
[1 8338083 8338083 1] 126495888
[1 20388465 20388465 1] 128143622
[1 6939508 6939508 1] 128341653
[1 25228805 25228805 1] 130772792
[1 22278612 22278612 1] 132701298
[1 17127829 17127829 1] 133989522
[1 24887344 24887344 1] 136176279
[1 2035569 2035569 1] 135813190
[1 27755423 27755423 1] 138688326
[1 24613811 24613811 1] 140875786
[1 19321802 19321802 1] 142396881
[1 6473731 6473731 1] 142537539
[1 26811306 26811306 1] 144975952
[1 15178737 15178737 1] 146059170
[1 14248627 14248627 1] 147040845
[1 503466 503466 1] 146500613
[1 12473417 12473417 1] 147311194
[1 8213259 8213259 1] 147617344
[1 24167638 24167638 1] 149727692
[1 21305625 21305625 1] 151473761
[1 24544920 24544920 1] 153601798
[1 13911900 13911900 1] 154562767
[1 20145551 20145551 1] 156223624
[1 19290072 19290072 1] 157890030
[1 17487132 17487132 1] 159227001
[1 7684931 7684931 1] 159692087
[1 21845895 21845895 1] 161810018
[1 7370164 7370164 1] 162015391
[1 23387982 23387982 1] 164026944
[1 1252997 1252997 1] 163567214
[1 2713774 2713774 1] 163268932
[1 12739669 12739669 1] 164098234
[1 17681096 17681096 1] 165833599
[1 17116467 17116467 1] 167139324
[1 6911341 6911341 1] 167294746
[1 23327685 23327685 1] 169265212
[1 16855543 16855543 1] 170573434
[1 7379108 7379108 1] 170781180
[1 18219757 18219757 1] 172264324
[1 7418419 7418419 1] 172517490
[1 23089413 23089413 1] 174711469
[1 25032173 25032173 1] 177036469
[1 29262010 29262010 1] 179938304
[1 28625211 28625211 1] 182663114
[1 7467588 7467588 1] 183110017
[1 25319302 25319302 1] 185771473
[1 26667373 26667373 1] 188420170
[1 20401256 20401256 1] 190093291
[1 24044600 24044600 1] 192326451
[1 21229905 21229905 1] 194305282
[1 15939812 15939812 1] 195747074
[1 16915668 16915668 1] 197139503
[1 29346229 29346229 1] 199963625
[1 4829151 4829151 1] 199907862
[1 15996659 15996659 1] 201074122
[1 5789225 5789225 1] 201120550
[1 9867270 9867270 1] 201635912
[1 19054082 19054082 1] 203154301
[1 15740085 15740085 1] 204305030
[1 26811973 26811973 1] 206663496
[1 73851 73851 1] 206071690
[1 15905386 15905386 1] 207233710
[1 7739300 7739300 1] 207558776
[1 23606043 23606043 1] 209751663
[1 26340714 26340714 1] 212236937
[1 15256191 15256191 1] 213388816
[1 6942591 6942591 1] 213582544
[1 10108582 10108582 1] 214116306
[1 21499337 21499337 1] 216011709
[1 6371156 6371156 1] 216118078
[1 22218005 22218005 1] 217980457
[1 11614770 11614770 1] 218678842
[1 12981777 12981777 1] 219588049
[1 6247256 6247256 1] 219702275
[1 18348143 18348143 1] 221173403
[1 4445885 4445885 1] 221063540
[1 20223206 20223206 1] 222698780
[1 27679568 27679568 1] 225189324
[1 21690614 21690614 1] 227044343
[1 12262755 12262755 1] 227839214
[1 1154260 1154260 1] 227365694
[1 12828203 12828203 1] 228224251
[1 24723507 24723507 1] 230438979
[1 26902022 26902022 1] 232965534
[1 20390869 20390869 1] 235226281

Results: 100.00 117045329

Standard Error: 1.27901e+06
Mean Waiting Time: 1.67315e+07
Statistics for DIFFICULTIES: 30000000

----------------------------------------
