Running client with DIFFICULTY: 10
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 10
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 6043 6043 1] 871
[1 40714 40714 1] 5374
[1 56191 56191 1] 8428
[1 42591 42591 1] 6154
[1 8582 8582 1] 1126
[1 99337 99337 1] 13446
[1 71156 71156 1] 11055
[1 18005 18005 1] 2797
[1 14770 14770 1] 3455
[1 81777 81777 1] 15168
[1 47256 47256 1] 10627
[1 48143 48143 1] 7675
[1 45885 45885 1] 7084
[1 23206 23206 1] 4584
[1 79568 79568 1] 11192
[1 90614 90614 1] 11502
[1 62755 62755 1] 8545
[1 54260 54260 1] 7131
[1 28203 28203 1] 3784
[1 23507 23507 1] 2811
[1 2022 2022 1] 456
[1 90869 90869 1] 12173

Results: 100.00 7382

Standard Error: 107.342
Mean Waiting Time: 1912.65
Statistics for DIFFICULTIES: 100000

----------------------------------------
Running client with DIFFICULTY: 1000000
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 1000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 930887 930887 1] 109330
[1 636916 636916 1] 75964
[1 238336 238336 1] 29599
[1 760493 760493 1] 89445
[1 641422 641422 1] 76416
[1 490028 490028 1] 59226
[1 520060 520060 1] 61064
[1 513927 513927 1] 59971
[1 383427 383427 1] 48578
[1 455737 455737 1] 53780
[1 595369 595369 1] 69299
[1 956430 956430 1] 111872
[1 21531 21531 1] 2858
[1 665124 665124 1] 76652
[1 703136 703136 1] 82171
[1 979803 979803 1] 115693
[1 723059 723059 1] 107010
[1 898168 898168 1] 109721
[1 18457 18457 1] 4118
[1 478043 478043 1] 56202
[1 377374 377374 1] 45582
[1 544920 544920 1] 66751
[1 898538 898538 1] 103423
[1 594325 594325 1] 70285
[1 664371 664371 1] 77616
[1 803527 803527 1] 96973
[1 268981 268981 1] 36674
[1 241874 241874 1] 30109
[1 999171 999171 1] 115751
[1 497282 497282 1] 58412
[1 420926 420926 1] 50103
[1 336328 336328 1] 39925
[1 126506 126506 1] 16952
[1 621730 621730 1] 74407
[1 925858 925858 1] 108354
[1 353896 353896 1] 41950
[1 100546 100546 1] 14549
[1 233368 233368 1] 29135
[1 990365 990365 1] 137767
[1 313751 313751 1] 39427
[1 426809 426809 1] 52800
[1 947179 947179 1] 108681
[1 393585 393585 1] 49851
[1 502652 502652 1] 60807
[1 612400 612400 1] 74482
[1 95061 95061 1] 13189
[1 993369 993369 1] 123574
[1 210013 210013 1] 27774
[1 698587 698587 1] 165152
[1 297540 297540 1] 36571
[1 480571 480571 1] 56736
[1 960379 960379 1] 116201
[1 66602 66602 1] 9733
[1 612903 612903 1] 76435
[1 570493 570493 1] 67136
[1 260757 260757 1] 31991
[1 560281 560281 1] 64831
[1 209442 209442 1] 25381
[1 429690 429690 1] 51613
[1 346620 346620 1] 41491
[1 744730 744730 1] 87688
[1 108118 108118 1] 14385
[1 905772 905772 1] 106565
[1 890676 890676 1] 111850
[1 698928 698928 1] 84913
[1 777857 777857 1] 91223
[1 872354 872354 1] 100479
[1 276966 276966 1] 33609
[1 964684 964684 1] 119327
[1 28625 28625 1] 4718
[1 332872 332872 1] 40121
[1 48830 48830 1] 7807
[1 530020 530020 1] 68321
[1 363369 363369 1] 44304
[1 486716 486716 1] 57321
[1 518150 518150 1] 66202
[1 700724 700724 1] 117347
[1 2246 2246 1] 1228
[1 493452 493452 1] 57365
[1 243556 243556 1] 29880
[1 597489 597489 1] 79758
[1 888229 888229 1] 102077
[1 792351 792351 1] 98296
[1 441501 441501 1] 55598
[1 87765 87765 1] 13090
[1 324915 324915 1] 38836
[1 275857 275857 1] 34264
[1 346492 346492 1] 41951
[1 148366 148366 1] 19894
[1 281937 281937 1] 34959
[1 452552 452552 1] 56369
[1 899229 899229 1] 103606
[1 975408 975408 1] 111847
[1 276122 276122 1] 36021
[1 794396 794396 1] 92422
[1 661238 661238 1] 77555
[1 573794 573794 1] 67330
[1 894429 894429 1] 103756
[1 231012 231012 1] 28275
[1 639530 639530 1] 77665
[1 322405 322405 1] 54211
[1 255764 255764 1] 42260
[1 854539 854539 1] 137106
[1 436841 436841 1] 49821
[1 344819 344819 1] 40693
[1 670689 670689 1] 85506
[1 67918 67918 1] 12544
[1 466997 466997 1] 75899
[1 987744 987744 1] 158206
[1 512184 512184 1] 58156
[1 295500 295500 1] 36040
[1 206726 206726 1] 37674
[1 755591 755591 1] 93844
[1 268140 268140 1] 34339
[1 469787 469787 1] 67146
[1 338083 338083 1] 40607
[1 388465 388465 1] 48823
[1 939508 939508 1] 113887
[1 228805 228805 1] 30708
[1 278612 278612 1] 34976
[1 127829 127829 1] 16805
[1 887344 887344 1] 126381
[1 35569 35569 1] 5608
[1 755423 755423 1] 87841
[1 613811 613811 1] 73105
[1 321802 321802 1] 39776
[1 473731 473731 1] 59573
[1 811306 811306 1] 100360
[1 178737 178737 1] 22268
[1 248627 248627 1] 30550
[1 503466 503466 1] 60621
[1 473417 473417 1] 58417
[1 213259 213259 1] 27744
[1 167638 167638 1] 21785
[1 305625 305625 1] 44731
[1 544920 544920 1] 65168
[1 911900 911900 1] 107241
[1 145551 145551 1] 18195
[1 290072 290072 1] 37840
[1 487132 487132 1] 58130
[1 684931 684931 1] 81722
[1 845895 845895 1] 97494
[1 370164 370164 1] 44246
[1 387982 387982 1] 46732
[1 252997 252997 1] 31928
[1 713774 713774 1] 88363
[1 739669 739669 1] 87902
[1 681096 681096 1] 82389
[1 116467 116467 1] 15306
[1 911341 911341 1] 109066
[1 327685 327685 1] 40815
[1 855543 855543 1] 104353
[1 379108 379108 1] 45357
[1 219757 219757 1] 27289
[1 418419 418419 1] 50997
[1 89413 89413 1] 11875
[1 32173 32173 1] 4774
[1 262010 262010 1] 33203
[1 625211 625211 1] 71952
[1 467588 467588 1] 59346
[1 319302 319302 1] 40407
[1 667373 667373 1] 79165
[1 401256 401256 1] 46832
[1 44600 44600 1] 5983
[1 229905 229905 1] 27857
[1 939812 939812 1] 110165
[1 915668 915668 1] 108733
[1 346229 346229 1] 41070
[1 829151 829151 1] 96359
[1 996659 996659 1] 114885
[1 789225 789225 1] 90580
[1 867270 867270 1] 100597
[1 54082 54082 1] 6726
[1 740085 740085 1] 90010
[1 811973 811973 1] 93509
[1 73851 73851 1] 10422
[1 905386 905386 1] 105861
[1 739300 739300 1] 90832
[1 606043 606043 1] 71478
[1 340714 340714 1] 41880
[1 256191 256191 1] 31756
[1 942591 942591 1] 127530
[1 108582 108582 1] 14268
[1 499337 499337 1] 60274
[1 371156 371156 1] 44534
[1 218005 218005 1] 27585
[1 614770 614770 1] 74942
[1 981777 981777 1] 168055
[1 247256 247256 1] 46631
[1 348143 348143 1] 41971
[1 445885 445885 1] 54906
[1 223206 223206 1] 27880
[1 679568 679568 1] 79392
[1 690614 690614 1] 85131
[1 262755 262755 1] 32306
[1 154260 154260 1] 21028
[1 828203 828203 1] 95444
[1 723507 723507 1] 84188
[1 902022 902022 1] 107317
[1 390869 390869 1] 48861

Results: 100.00 62614

Standard Error: 779.538
Mean Waiting Time: 12029.5
Statistics for DIFFICULTIES: 1000000

----------------------------------------
Running client with DIFFICULTY: 30000000
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 200
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 6930887 6930887 1] 797495
[1 4636916 4636916 1] 729338
[1 4238336 4238336 1] 609583
[1 29760493 29760493 1] 3396984
[1 19641422 19641422 1] 4985811
[1 490028 490028 1] 4440924
[1 22520060 22520060 1] 6347082
[1 17513927 17513927 1] 7711423
[1 10383427 10383427 1] 8262637
[1 13455737 13455737 1] 9217718
[1 11595369 11595369 1] 9911686
[1 16956430 16956430 1] 11195946
[1 21021531 21021531 1] 13020907
[1 23665124 23665124 1] 15135328
[1 18703136 18703136 1] 16709351
[1 1979803 1979803 1] 16338057
[1 5723059 5723059 1] 16429544
[1 15898168 15898168 1] 17768426
[1 19018457 19018457 1] 19345554
[1 6478043 6478043 1] 19482293
[1 3377374 3377374 1] 19264046
[1 24544920 24544920 1] 21459445
[1 6898538 6898538 1] 21736497
[1 23594325 23594325 1] 23884755
[1 28664371 28664371 1] 26486379
[1 4803527 4803527 1] 26420174
[1 14268981 14268981 1] 27404362
[1 29241874 29241874 1] 30063331
[1 12999171 12999171 1] 30907965
[1 15497282 15497282 1] 32064877
[1 14420926 14420926 1] 33092997
[1 27336328 27336328 1] 35651576
[1 19126506 19126506 1] 37532993
[1 12621730 12621730 1] 38332192
[1 23925858 23925858 1] 40393797
[1 24353896 24353896 1] 42589917
[1 21100546 21100546 1] 44347711
[1 18233368 18233368 1] 45780891
[1 25990365 25990365 1] 48104844
[1 10313751 10313751 1] 48662921
[1 26426809 26426809 1] 51126530
[1 29947179 29947179 1] 53844432
[1 19393585 19393585 1] 55403550
[1 28502652 28502652 1] 58058547
[1 4612400 4612400 1] 57974096
[1 4095061 4095061 1] 57831923
[1 13993369 13993369 1] 58968058
[1 4210013 4210013 1] 58903632
[1 9698587 9698587 1] 59377851
[1 6297540 6297540 1] 59533567
[1 13480571 13480571 1] 60472594
[1 25960379 25960379 1] 62786123
[1 2066602 2066602 1] 62418455
[1 27612903 27612903 1] 64906651
[1 3570493 3570493 1] 64702192
[1 260757 260757 1] 64130822
[1 5560281 5560281 1] 64143102
[1 23209442 23209442 1] 66140241
[1 24429690 24429690 1] 68345408
[1 27346620 27346620 1] 70795878
[1 744730 744730 1] 70279457
[1 13108118 13108118 1] 71152554
[1 27905772 27905772 1] 73673022
[1 12890676 12890676 1] 74530461
[1 11698928 11698928 1] 75246814
[1 18777857 18777857 1] 76779244
[1 14872354 14872354 1] 77856387
[1 12276966 12276966 1] 78639341
[1 23964684 23964684 1] 80778350
[1 10028625 10028625 1] 81293791
[1 332872 332872 1] 80730156
[1 10048830 10048830 1] 81262561
[1 5530020 5530020 1] 81271188
[1 13363369 13363369 1] 82195601
[1 7486716 7486716 1] 82445897
[1 11518150 11518150 1] 83136702
[1 19700724 19700724 1] 84753361
[1 18002246 18002246 1] 86189577
[1 19493452 19493452 1] 87796267
[1 20243556 20243556 1] 89496002
[1 2597489 2597489 1] 89186387
[1 8888229 8888229 1] 89590046
[1 18792351 18792351 1] 91119243
[1 29441501 29441501 1] 93848507
[1 26087765 26087765 1] 96165158
[1 5324915 5324915 1] 96185093
[1 2275857 2275857 1] 95856427
[1 27346492 27346492 1] 98365311
[1 1148366 1148366 1] 97896321
[1 20281937 20281937 1] 99864513
[1 16452552 16452552 1] 101247629
[1 11899229 11899229 1] 101957635
[1 3975408 3975408 1] 101794914
[1 6276122 6276122 1] 101888898
[1 794396 794396 1] 101374713
[1 24661238 24661238 1] 103563460
[1 573794 573794 1] 103028347
[1 15894429 15894429 1] 104490138
[1 7231012 7231012 1] 104702500
[1 14639530 14639530 1] 106085654
[1 7322405 7322405 1] 106298843
[1 12255764 12255764 1] 107102463
[1 17854539 17854539 1] 108516719
[1 12436841 12436841 1] 109327915
[1 15344819 15344819 1] 110513710
[1 22670689 22670689 1] 112458101
[1 12067918 12067918 1] 113207345
[1 20466997 20466997 1] 114924366
[1 16987744 16987744 1] 116216314
[1 9512184 9512184 1] 116678409
[1 18295500 18295500 1] 118113208
[1 16206726 16206726 1] 119352478
[1 2755591 2755591 1] 119057783
[1 3268140 3268140 1] 118882383
[1 12469787 12469787 1] 119848759
[1 8338083 8338083 1] 120189474
[1 20388465 20388465 1] 121958963
[1 6939508 6939508 1] 122154840
[1 25228805 25228805 1] 124549142
[1 22278612 22278612 1] 126463719
[1 17127829 17127829 1] 128028141
[1 24887344 24887344 1] 130204481
[1 2035569 2035569 1] 129833900
[1 27755423 27755423 1] 132353655
[1 24613811 24613811 1] 134506910
[1 19321802 19321802 1] 136199507
[1 6473731 6473731 1] 136383351
[1 26811306 26811306 1] 138856057
[1 15178737 15178737 1] 140022965
[1 14248627 14248627 1] 141043988
[1 503466 503466 1] 140501006
[1 12473417 12473417 1] 141639529
[1 8213259 8213259 1] 141969779
[1 24167638 24167638 1] 144094752
[1 21305625 21305625 1] 145855689
[1 24544920 24544920 1] 148063774
[1 13911900 13911900 1] 149034998
[1 20145551 20145551 1] 150885965
[1 19290072 19290072 1] 152476379
[1 17487132 17487132 1] 153854944
[1 7684931 7684931 1] 154113378
[1 21845895 21845895 1] 156022858
[1 7370164 7370164 1] 156278156
[1 23387982 23387982 1] 158333293
[1 1252997 1252997 1] 157877008
[1 2713774 2713774 1] 157588688
[1 12739669 12739669 1] 158470574
[1 17681096 17681096 1] 159810149
[1 17116467 17116467 1] 161092974
[1 6911341 6911341 1] 161289782
[1 23327685 23327685 1] 163276395
[1 16855543 16855543 1] 164602105
[1 7379108 7379108 1] 164846797
[1 18219757 18219757 1] 166258574
[1 7418419 7418419 1] 166502870
[1 23089413 23089413 1] 168543137
[1 25032173 25032173 1] 170803969
[1 29262010 29262010 1] 173471717
[1 28625211 28625211 1] 176037968
[1 7467588 7467588 1] 176258816
[1 25319302 25319302 1] 178441546
[1 26667373 26667373 1] 180772120
[1 20401256 20401256 1] 182466250
[1 24044600 24044600 1] 184579036
[1 21229905 21229905 1] 186338377
[1 15939812 15939812 1] 187479827
[1 16915668 16915668 1] 188757783
[1 29346229 29346229 1] 191345014
[1 4829151 4829151 1] 191274095
[1 15996659 15996659 1] 192415960
[1 5789225 5789225 1] 192441666
[1 9867270 9867270 1] 192943787
[1 19054082 19054082 1] 194420587
[1 15740085 15740085 1] 195619439
[1 26811973 26811973 1] 198010477
[1 73851 73851 1] 197418507
[1 15905386 15905386 1] 198582666
[1 7739300 7739300 1] 198840951
[1 23606043 23606043 1] 200837759
[1 26340714 26340714 1] 203183104
[1 15256191 15256191 1] 204247464
[1 6942591 6942591 1] 204405365
[1 10108582 10108582 1] 204941810
[1 21499337 21499337 1] 206725320
[1 6371156 6371156 1] 206819459
[1 22218005 22218005 1] 208639062
[1 11614770 11614770 1] 209317593
[1 12981777 12981777 1] 210160447
[1 6247256 6247256 1] 210251273
[1 18348143 18348143 1] 211678577
[1 4445885 4445885 1] 211574060
[1 20223206 20223206 1] 213176174
[1 27679568 27679568 1] 215631455
[1 21690614 21690614 1] 217459974
[1 12262755 12262755 1] 218223802
[1 1154260 1154260 1] 217750416
[1 12828203 12828203 1] 218611488
[1 24723507 24723507 1] 220832818
[1 26902022 26902022 1] 223254188
[1 20390869 20390869 1] 224899366

Results: 100.00 110907360

Standard Error: 1.22133e+06
Mean Waiting Time: 1.58542e+07
Statistics for DIFFICULTIES: 30000000

----------------------------------------
